TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_872,pre_sale_qty_985,pre_sale_qty_783,pre_sale_qty_814,pre_sale_qty_692,pre_sale_qty_836,pre_sale_qty_638,pre_sale_qty_304,pre_sale_qty_750,pre_sale_qty_923,pre_sale_qty_813,pre_sale_qty_841,pre_sale_qty_SSmDp,pre_sale_qty_SmDpMT,pre_sale_qty_MDpNotMT_x,pre_sale_qty_MDpMT,pre_sale_qty_LDp,pre_sale_qty_1.5Dp,pre_sale_qty_1.4Dp,pre_sale_qty_1.6Dp
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,32.535614171028136,,,35.08134942054748,,,,,,,,,,,,,,,,33.283887848854064,,,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,24.859839255809785,,,30.62090746164322,,,,,,,,,,,,,,,,26.93457305908203,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,96.060357516706,,,,,,,,,,,88.29073069572449,,,,173.02509973526,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,6.933075407892464,,,,,,,,,,8.213242779821158,,,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,14.619145391993225,,,,,,,,,,12.595346628129482,,,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,18.069124858193103,,,,,,,,,,17.992296636104587,,,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,37.76846970558167,,,,,,,,,,37.10543777465821,,,,,,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1335.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,1.008712716512382,,,,,,,,,,,2.0045818820223213,,,,1.0899163675308228,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,1.2737743988633157,,,,,,,,,,,1.8723658589646217,,,,1.3583738735318185,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,111.06072098731994,,,,,,,,,,,115.89978112220764,,,,89.5228436307609,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,2.7314396946132184,,,,,,,,,,,5.892061985582114,,,,2.06273101978004,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,54.150676959753035,,,,,,,,,,,,,,,,,,100.05284560203552,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,0.7502467227727174,,,,,,,,,,,,,0.4970431378483772,,,,,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,4.435519530028105,,,,,,,,,,,,,4.53974000915885,,,,,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,6.551658144295216,,,,,,,,,,,,,6.073985983431339,,,,,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,40.94734687566757,,,,,,,,,,,,,,,,,,21.817880222797395,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,45.225548334121704,,,,,,,,,,,,,,,,,,14.48604928135872,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,5-8W,5,1470.0,1500.0,2,2550.0,,,,,0.5037105573713779,,,,,,,,,,,,,0.9250207227468492,,,,,,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,1.6066266223043204,,,,,,,,,,,,,1.6444018240273002,,,,,,,
5,106,1485.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1050.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.42882729597389696,,,,,,,,,,,,,0.6573038838803769,,,,,,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,1.79576315715909,,,,,,,,,,,,,2.2665393060445784,,,,,,,
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,1.0363300575315952,,,,,,,,,,,,,,1.2350542886555196,,,,0.9810009612143041,,
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,2.2547955216467384,,,,,,,,,,,,,,1.9044644568860527,,,,0.8424308952689171,,
5,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,AMT,2,L,1,3,1,82.0,5WL,5,1478.0,1420.0,2,2550.0,,,,,,,,,,,,,,,,,,,,,,,13.159372121244669,,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,935.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,,211.321025428772,,,,,,,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,985.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,,309.09084714889525,,,,,,,
6,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,MT,2,L,1,3,1,82.0,5WL,5,1478.0,1380.0,2,2550.0,,,,,,,,,,,,,,,,,,,13.586149698495865,,,,19.996885104179388,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1254.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,261.312382311821,,,,,,,,,,,,,,136.19390604019162
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1256.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,180.45289082750682,,,,,,,,,,,,,,96.167747079134
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,4.142355584800243,,,,,,,,4.223769499063492,,,,,,2.83954705119133
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,8-10W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,2.240567707717419,,,,,,,,3.3804828976094723,,,,,,1.8343388056755063
7,836,1450.0,4610.0,1800.0,526401,3,4,3,1.4,1,1,210.8,1275.0,1555.0,1,DCT,2,T,1,1,1,95.6,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,21.72999259352684,,,,,,,,,,,,,18.690039812326432,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,35.56500211715698,,,,,,,,,,,,,,,,,,37.29166504025459,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,14.034546370878813,,,,,,,,,,,,,,,,,,11.659936002269387,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,11.33237590380013,,,,,,,,,,,,,,,,,,10.618379370197653,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,30.339517395496372,,,,,,,,,,,,,,,,,,33.06236683011055,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,8.426041634604335,,,,,,,,,,,,,,,,,,8.641121490299701,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,34.13668364524841,,,,,,,,,,,,,,,,,,37.290628772974024,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1640.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1580.0,2120.0,2,2775.0,,0.6252571009099483,,,,,,,,,,,,,,,,,,0.7265269058942795,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,,0.8985326900333166,,,,,,,,,,,,,,,,,,1.0215771458297969,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,9.277597130537034,,,,,,,,,,,,,,,,,,,,8.082221468687058,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,9.54669994533062,,,,,,,,,,,,,,,,,,,,6.894394287467003,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,18.07588108062744,,,,,,,,,,,,,,,,,,,,20.92313979029656,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,8.715132585614919,,,,,,,,,,,,,,,,,,11.611321560889484,,,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,27.240742332786322,,,,,,,,,,,,,,,,,,31.415088843107227,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,27.732749468833212,,,,,,,,,,,,,,,,,,31.44100892215967,,,,,
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,1.4365742556750771,,,,,,,,,,,,,,,,,,,,0.2724825480952859,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,1.336184764392674,,,,,,,,,,,,,,,,,,,,0.9307826996594668,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,6.691520431637764,,,,,,,,,,,,,,,,,,,,5.823207555040718,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,4.7731245442479855,,,,,,,,,,,,,,,,,,,,4.285621466934681,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,4.129306927174331,,,,,,,,,,,,,,,,,,,1.8947896040976049,,,,
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,,0.7204205625131727,,,,,,,,,,,,,,,,,,,,1.4697983980923892,,,
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,,,,,,,82.14559150695801,,,,,,,,,,,,,,,,,,77.54333082199096
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,,,,,,,14.986332641243935,,,,,,,,,,,,,9.074220628738404,,,,,
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,80.34218507766724,,,,,,,,,,,66.1352206325531
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,1.0618500470742582,,,,,0.8524830488115549,,,,,0.8662934584915638,
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,,,,,,,,,,,,,,14.170664638876914,,,,,12.979138514995576,,,,,,10.063471575975418
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,,,,,,,,,,,,,,23.38621564149857,,,,,,,,,,23.58686707496643,
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,8.840013089179992,,,
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,,,,,,,,,,,,,,,,,,,,8.647892974168062,,,,,
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,,,,,,,,,,,,,,,,,,,,3.888170367330313,,,,,
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,,,,,,,,,,,,,,,,,,,,4.306504566371442,,,,,
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,,,,,,,,,,,,,,,,,,,,3.9290646280348303,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,6.602175499200821,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,27.772065908908843,,,
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,3.8456336183846003,,,
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,23.03829112410545,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,5.457761788070202,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,21.28638127088547,,,
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,4.521684534102678,,,
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,5.70974683791399,,,
6,761,1772.0,5266.0,1878.0,125403,2,6,2,3.0,1,1,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,187.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,22.580903038978573,,,
6,761,1772.0,5256.0,1878.0,125403,2,6,2,3.0,1,3,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,190.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,,,17.371091501712794,,,
0,537,1669.0,4816.0,1942.0,973106,2,4,5,1.5,1,1,243.0,1708.0,1652.0,1,CVT,2,T,1,2,1,142.0,25-35W,5,1671.0,2180.0,1,2820.0,,52.34484170913697,,,,,,,,,,,,,,,,,,,,,71.74298343658447,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,1,1,370.0,1803.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2220.0,1,2820.0,,12.796823679804804,,,,,,,,,,,,,,,,,,10.566878786683082,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1866.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,20.615820876955983,,,,,,,,,,,,,,,,,,22.74201342701912,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1881.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,20.30234270274639,,,,,,,,,,,,,,,,,,22.30674757838249,,,,,
6,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1155.0,1460.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1500.0,1635.0,2,2603.0,,,,,,,,,,,,,,95.92047310829165,,,,,,,,,,,53.08965265750885
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,132.0,1115.0,1460.0,1,MT,2,L,1,1,1,66.0,10-15W,5,1500.0,1595.0,2,2603.0,,,,,,,,,,,,,,1.8821839947998524,,,,,1.4045689384639264,,,,,1.1104506523907185,
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1120.0,1460.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1500.0,1600.0,2,2603.0,,,,,,,,,,,,,,20.244876806139946,,,,,13.925684609264135,,,,,,6.345215473473072
7,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,225.0,1208.0,1460.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1500.0,1688.0,2,2603.0,,,,,,,,,,,,,,2.5002473299205303,,,,,,,,,,2.8426436671987174,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,289.228242559433,,,,,
5,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1398.0,1614.0,1,MT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,2.5376258923113344,,,,
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1423.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,61.05642402336002,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,392.87337326049806,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,1,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,2.154690436720848,,,,,
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,3,3,194.0,1505.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,3.62430339127779,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,6.1335886514186875,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,20-25W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,1.7034020087122916,,,,,
6,831,1660.0,4450.0,1855.0,819061,2,4,3,2.4,3,1,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,,1.0002120712399485,,,
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1540.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,,2.039943784177303,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,,8.81627653926611,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,20-25W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,,0.9178689830005168,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,16.642979825735093,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,33.71216640472412,,,,
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1245.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1755.0,2,2610.0,,,,,,,,,,,,,,352.1284140014648,,,,,,,,,,,622.9800161743165
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,,,,,,,,,,,,,,282.62207132339483,,,,,,,,,,,259.2162289428711
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1800.0,2,2610.0,,,,,,,,,,,,,,16.327218674123287,,,,,,,,,,16.125717174857854,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1270.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1780.0,2,2610.0,,,,,,,,,,,,,,3.3054156256467104,,,,,4.376965855062008,,,,,3.620562098920345,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,,,,,,,,,,,,,,7.699409870505332,,,,,8.31093700647354,,,,,7.422215902209282,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,,,,,,,,,,,,,,10.768981488496065,,,,,11.193681780695915,,,,,9.994117862284183,
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1680.0,2,2610.0,,,,,,,,,,,,,,5.029151454269886,,,,,5.435680961608886,,,,,4.923527401685715,
