class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month
348641,9.0,498,3,2,1,1,7,DCT,1.4,T,1,1,1,1,2,1,115.0,4,235.0,4579.0,1804.0,1490.0,1715.0,1340.0,5,2660.0,1548.0,1549.0,2017,8
861459,178.0,498,3,2,1,1,7,DCT,1.5,T,1,1,1,1,2,1,124.0,4,250.0,4671.0,1835.0,1464.0,1720.0,1270.0,5,2715.0,1562.0,1571.0,2017,8
175962,63.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4475.0,1706.0,1469.0,1595.0,1115.0,5,2603.0,1460.0,1500.0,2017,8
559132,28.0,692,3,2,2,5,0,CVT,2.0,L,1,1,1,1,2,1,110.0,4,195.0,4891.0,1830.0,1490.0,1870.0,1471.0,5,2775.0,1585.0,1585.0,2017,8
559132,7.0,692,3,2,2,5,0,CVT,2.5,L,1,1,1,1,2,1,137.0,4,234.0,5016.0,1830.0,1490.0,2000.0,1574.0,5,2900.0,1585.0,1585.0,2017,8
621073,113.0,98,2,3,3,1,5,MT,1.2,L,2,1,1,1,1,1,60.3,4,116.0,4400.0,1680.0,1750.0,1825.0,1206.0,5,2720.0,1420.0,1440.0,2017,8
671482,44.0,637,2,1,3,2,6,DCT,1.5,L,1,1,1,1,2,1,83.0,4,140.0,4280.0,1785.0,1658.0,1670.0,1295.0,5,2530.0,1527.0,1533.0,2017,8
654134,215.0,290,2,1,1,7,5,AMT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4620.0,1820.0,1750.0,1780.0,1410.0,5,2750.0,1554.0,1549.0,2017,9
692703,41.0,807,2,1,1,1,7,DCT,1.5,T,1,1,1,1,2,1,112.0,4,235.0,4510.0,1852.0,1677.0,1900.0,1500.0,5,2650.0,1575.0,1570.0,2017,8
924154,728.0,637,3,2,1,2,6,AT,1.5,L,1,1,1,1,2,1,85.0,4,142.0,4587.0,1825.0,1490.0,1675.0,1300.0,5,2687.0,1562.0,1548.0,2017,8
628041,297.0,750,2,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4255.0,1799.0,1452.0,1760.0,1280.0,5,2637.0,1549.0,1520.0,2017,8
425432,191.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4605.0,1765.0,1460.0,1720.0,1210.0,5,2610.0,1517.0,1493.0,2017,8
692703,75.0,807,2,1,1,1,5,MT,1.5,T,1,1,1,1,2,1,112.0,4,235.0,4510.0,1852.0,1677.0,1900.0,1465.0,5,2650.0,1575.0,1570.0,2017,10
842246,121.0,68,2,1,2,1,6,DCT,1.8,T,1,1,1,1,2,1,130.0,4,245.0,4748.0,1933.0,1697.0,2162.0,1787.0,5,2850.0,1641.0,1642.0,2017,10
356986,91.0,637,3,2,2,2,6,AT,2.0,T,1,1,1,1,2,1,152.0,4,350.0,4873.0,1852.0,1470.0,2035.0,1625.0,5,2850.0,1590.0,1587.0,2017,10
576298,95.0,304,2,3,2,1,5,MT,1.6,L,2,1,1,1,2,1,90.0,4,153.0,5145.0,1720.0,1960.0,2210.0,1610.0,7,3000.0,1445.0,1420.0,2017,10
359378,64.0,497,2,1,1,1,6,DCT,1.5,T,1,1,1,1,2,1,108.0,4,210.0,4338.0,1830.0,1645.0,1780.0,1405.0,5,2630.0,1550.0,1550.0,2017,10
810398,114.0,750,2,2,1,4,6,AT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4282.0,1706.0,1475.0,1635.0,1155.0,5,2603.0,1460.0,1500.0,2017,10
819061,94.0,831,2,1,1,3,6,AT,2.0,L,1,1,1,1,2,1,121.0,4,199.0,4450.0,1855.0,1635.0,1980.0,1470.0,5,2640.0,1614.0,1615.0,2017,10
614059,115.0,953,3,2,2,4,9,AT,1.6,T,2,1,1,1,2,2,115.0,4,250.0,4783.0,1810.0,1442.0,2065.0,1600.0,5,2920.0,1563.0,1545.0,2017,10
302513,82.0,864,2,1,3,1,0,CVT,1.5,T,1,1,1,1,2,1,115.0,4,215.0,4354.0,1840.0,1654.0,1715.0,1340.0,5,2610.0,1585.0,1586.0,2017,10
136916,9.0,106,3,2,2,5,0,CVT,2.5,L,1,2,2,1,2,1,118.0,4,213.0,4850.0,1825.0,1480.0,2100.0,1615.0,5,2775.0,1575.0,1560.0,2017,6
249875,17.0,294,2,1,1,6,0,CVT,2.5,L,1,1,1,1,2,1,137.0,4,233.0,4672.0,1843.0,1678.0,2030.0,1578.0,5,2705.0,1597.0,1589.0,2017,6
425432,937.0,750,3,2,1,4,6,AT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4605.0,1765.0,1460.0,1755.0,1245.0,5,2610.0,1517.0,1493.0,2017,6
714860,21.0,831,3,2,2,3,7,DCT,1.6,T,1,1,1,1,2,1,128.7,4,265.0,4720.0,1815.0,1465.0,1900.0,1495.0,5,2770.0,1579.0,1589.0,2017,6
810398,19.0,750,2,2,1,4,6,AT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4282.0,1706.0,1475.0,1635.0,1155.0,5,2603.0,1460.0,1500.0,2017,6
468392,106.0,537,3,2,2,5,0,CVT,2.0,L,1,1,1,1,2,1,114.0,4,190.0,4915.0,1845.0,1470.0,1920.0,1499.0,5,2775.0,1595.0,1585.0,2017,6
540712,9.0,12,2,1,1,1,6,MT,2.0,L,1,1,1,1,2,1,104.0,4,178.0,4519.0,1831.0,1694.0,1940.0,1565.0,5,2670.0,1560.0,1550.0,2017,7
103507,307.0,831,2,1,3,3,6,AT,1.6,L,1,1,1,1,2,1,91.6,4,150.7,4270.0,1780.0,1630.0,1830.0,1325.0,5,2590.0,1557.0,1570.0,2017,7
348641,368.0,498,3,2,1,1,4,AT,1.5,L,1,1,1,1,2,1,80.0,4,135.0,4579.0,1804.0,1490.0,1655.0,1280.0,5,2660.0,1548.0,1549.0,2017,7
392593,146.0,497,2,1,1,1,0,CVT,2.0,L,1,1,1,1,2,1,90.0,4,180.0,4470.0,1837.0,1670.0,1807.0,1432.0,5,2670.0,1550.0,1550.0,2017,7
559132,7.0,692,3,2,2,5,0,CVT,2.0,L,1,1,1,1,2,1,110.0,4,195.0,4891.0,1830.0,1490.0,1870.0,1456.0,5,2775.0,1585.0,1585.0,2017,7
961362,10.0,692,2,1,1,5,0,CVT,1.2,T,1,1,1,1,2,1,86.0,4,165.0,4384.0,1837.0,1594.0,1805.0,1376.0,5,2646.0,1585.0,1581.0,2017,7
961362,52.0,692,2,1,1,5,0,CVT,2.0,L,1,1,1,1,2,1,110.0,4,200.0,4384.0,1837.0,1594.0,1870.0,1403.0,5,2646.0,1585.0,1581.0,2017,7
741152,524.0,761,2,1,1,2,7,DCT,1.5,T,1,1,1,1,2,1,119.0,4,250.0,4667.0,1839.0,1660.0,2050.0,1575.0,5,2750.0,1584.0,1588.0,2017,8
437598,66.0,638,2,1,1,1,6,AT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4549.0,1835.0,1700.0,2160.0,1620.0,5,2720.0,1565.0,1565.0,2017,10
612523,113.0,783,2,1,1,1,6,AT,1.5,T,1,1,1,1,2,1,115.0,4,225.0,4500.0,1855.0,1690.0,1865.0,1490.0,5,2650.0,1590.0,1595.0,2017,10
209945,91.0,814,3,2,4,4,8,AT,2.0,T,2,1,1,1,2,2,165.0,4,310.0,5087.0,1868.0,1500.0,2235.0,1710.0,5,3108.0,1604.0,1628.0,2017,10
219195,60.0,638,2,1,3,1,6,AT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1895.0,1520.0,5,2560.0,1525.0,1520.0,2017,10
735971,103.0,761,3,2,1,2,6,DCT,1.0,T,1,1,1,1,2,1,85.0,3,170.0,4609.0,1798.0,1486.0,1675.0,1240.0,5,2640.0,1538.0,1541.0,2017,10
739296,72.0,290,2,3,3,7,5,AMT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4780.0,1820.0,1755.0,1920.0,1465.0,7,2750.0,1546.0,1541.0,2017,10
580470,71.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4562.0,1793.0,1468.0,1700.0,1220.0,5,2614.0,1518.0,1525.0,2017,10
379876,63.0,985,3,2,1,6,6,AT,1.6,L,1,1,1,1,2,1,86.0,4,150.0,4590.0,1820.0,1488.0,1740.0,1320.0,5,2675.0,1555.0,1550.0,2017,6
302513,61.0,864,2,1,3,1,5,MT,1.5,L,1,1,1,1,2,1,88.0,4,143.0,4354.0,1840.0,1654.0,1670.0,1285.0,5,2610.0,1585.0,1586.0,2017,6
923841,414.0,450,3,2,2,2,6,AT,1.5,T,1,1,1,1,2,1,120.0,4,250.3,4855.0,1854.0,1476.0,1960.0,1520.0,5,2737.0,1585.0,1587.0,2017,6
103507,6.0,831,2,1,3,3,7,DCT,1.6,T,1,1,1,1,2,1,117.7,4,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5,2590.0,1557.0,1570.0,2017,6
735971,3130.0,761,3,2,1,2,6,AT,1.5,L,1,1,1,1,2,1,81.0,4,143.0,4587.0,1798.0,1463.0,1690.0,1255.0,5,2640.0,1538.0,1541.0,2017,6
281792,10.0,872,2,2,1,4,7,DCT,1.4,T,1,1,1,1,2,2,110.0,4,250.0,4319.0,1785.0,1441.0,1790.0,1340.0,5,2629.0,1539.0,1509.0,2017,7
340175,113.0,638,2,1,1,1,6,AT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4649.0,1830.0,1705.0,2110.0,1600.0,5,2680.0,1565.0,1565.0,2017,10
527809,66.0,953,3,2,4,4,9,AT,2.0,T,2,1,1,1,2,2,135.0,4,300.0,5065.0,1860.0,1476.0,2340.0,1770.0,5,3079.0,1597.0,1582.0,2017,10
379265,82.0,290,2,2,3,7,5,MT,1.2,L,1,1,1,1,2,1,60.3,4,116.0,4032.0,1680.0,1450.0,1350.0,935.0,5,2550.0,1488.0,1478.0,2017,10
416749,86.0,537,2,1,3,5,0,CVT,1.5,L,1,1,1,1,2,1,96.0,4,155.0,4270.0,1772.0,1605.0,1775.0,1205.0,5,2610.0,1540.0,1530.0,2017,10
692703,70.0,807,2,1,1,1,7,DCT,1.3,T,1,1,1,1,2,1,101.0,4,202.0,4510.0,1852.0,1677.0,1900.0,1475.0,5,2650.0,1575.0,1570.0,2017,10
739296,72.0,290,2,3,3,7,6,MT,1.5,T,1,1,1,1,2,1,110.0,4,230.0,4710.0,1785.0,1745.0,1955.0,1460.0,7,2750.0,1530.0,1525.0,2017,10
745137,98.0,637,3,2,1,2,5,MT,1.6,L,1,1,1,1,2,1,94.0,4,159.0,4534.0,1823.0,1483.0,1681.0,1306.0,5,2648.0,1553.0,1544.0,2017,10
654134,78.0,290,2,1,1,7,6,DCT,1.5,T,1,1,1,1,2,1,110.0,4,230.0,4620.0,1810.0,1765.0,1870.0,1545.0,5,2750.0,1554.0,1549.0,2017,10
914348,102.0,750,2,2,3,4,5,MT,1.4,L,1,1,1,1,2,1,66.0,4,132.0,3970.0,1682.0,1462.0,1540.0,1060.0,5,2470.0,1463.0,1456.0,2017,10
560265,75.0,923,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,85.0,4,150.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,10
395234,102.0,841,3,2,2,6,6,AT,1.6,T,1,1,1,1,2,1,123.0,4,245.0,4825.0,1860.0,1480.0,1984.0,1580.0,5,2815.0,1590.0,1572.0,2017,10
741152,76.0,761,2,1,1,2,6,AT,2.0,T,3,1,1,1,2,1,186.0,4,353.0,4667.0,1839.0,1663.0,2230.0,1755.0,5,2750.0,1584.0,1588.0,2017,10
948936,75.0,512,2,1,1,1,5,MT,1.5,L,2,1,1,1,2,1,83.0,4,150.0,4520.0,1790.0,1750.0,1960.0,1435.0,5,2700.0,1450.0,1480.0,2017,10
527765,65.0,236,2,2,5,1,1,AT,0.0,L,1,4,3,2,2,1,36.0,0,0.0,3675.0,1630.0,1518.0,1360.0,1030.0,4,2360.0,1405.0,1400.0,2017,10
714860,58.0,831,3,2,2,3,6,AT,1.8,L,1,1,1,1,2,1,105.0,4,176.0,4720.0,1815.0,1465.0,1860.0,1459.0,5,2770.0,1579.0,1589.0,2017,10
973106,108.0,537,2,1,2,5,0,CVT,1.5,T,1,1,1,1,2,1,142.0,4,243.0,4816.0,1942.0,1669.0,2180.0,1708.0,5,2820.0,1652.0,1671.0,2017,10
265980,70.0,783,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,78.0,4,135.0,4360.0,1685.0,1820.0,1925.0,1325.0,5,2750.0,1425.0,1435.0,2017,10
124140,83.0,783,2,1,1,1,6,MT,1.5,T,1,1,1,1,2,1,125.0,4,230.0,4650.0,1850.0,1695.0,2040.0,1626.0,5,2700.0,1565.0,1565.0,2017,10
760412,7.0,542,2,1,1,5,0,CVT,2.0,L,1,1,1,1,2,1,122.0,4,190.0,4705.0,1810.0,1710.0,2170.0,1542.0,5,2670.0,1540.0,1540.0,2017,9
953842,722.0,831,2,1,1,3,7,DCT,1.6,T,1,1,1,1,2,1,130.0,4,265.0,4480.0,1855.0,1645.0,2090.0,1576.0,5,2670.0,1625.0,1636.0,2017,9
559132,28.0,692,3,2,2,5,0,CVT,2.0,L,1,1,1,1,2,1,110.0,4,195.0,4891.0,1830.0,1490.0,1870.0,1471.0,5,2775.0,1585.0,1585.0,2017,9
714152,392.0,750,2,1,1,4,7,DCT,1.8,T,1,1,1,1,2,1,132.0,4,300.0,4712.0,1839.0,1673.0,2085.0,1615.0,5,2791.0,1582.0,1572.0,2017,9
194450,6.0,836,2,1,1,3,7,DCT,1.6,T,1,1,1,1,2,1,130.0,4,265.0,4475.0,1850.0,1655.0,2090.0,1545.0,5,2670.0,1620.0,1631.0,2017,9
671482,11.0,637,2,1,3,2,5,MT,1.5,L,1,1,1,1,2,1,90.0,3,150.0,4345.0,1785.0,1647.0,1657.0,1247.0,5,2530.0,1555.0,1560.0,2017,9
580634,92.0,692,2,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4393.0,1766.0,1524.0,1625.0,1220.0,5,2700.0,1540.0,1540.0,2017,10
186250,83.0,761,2,2,1,2,6,AT,1.5,L,1,1,1,1,2,1,84.0,4,146.0,4370.0,1809.0,1461.0,1715.0,1280.0,5,2662.0,1540.0,1562.0,2017,10
905061,98.0,783,2,3,1,1,6,MT,1.5,T,1,1,1,1,2,1,115.0,4,225.0,4810.0,1795.0,1730.0,1980.0,1490.0,7,2760.0,1535.0,1530.0,2017,10
842246,167.0,68,2,1,2,1,6,DCT,1.8,T,1,1,1,1,2,1,130.0,4,245.0,4748.0,1933.0,1697.0,2162.0,1787.0,5,2850.0,1641.0,1642.0,2017,8
683364,6.0,236,2,1,1,1,0,CVT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4451.0,1916.0,1945.0,1900.0,1500.0,5,2670.0,1540.0,1540.0,2017,9
412240,26.0,783,2,1,2,1,6,AT,1.5,T,2,1,1,1,2,1,110.0,4,230.0,4705.0,1800.0,1750.0,2100.0,1575.0,7,2780.0,1495.0,1505.0,2017,9
725137,18.0,807,2,1,3,1,6,AT,1.5,L,1,1,1,1,2,1,84.0,4,150.0,4350.0,1825.0,1655.0,1780.0,1350.0,5,2560.0,1554.0,1550.0,2017,9
693436,62.0,12,3,2,1,1,6,MT,1.8,L,1,1,1,1,2,1,98.0,4,170.0,4725.0,1802.0,1478.0,1695.0,1320.0,5,2700.0,1551.0,1546.0,2017,9
924154,164.0,637,3,2,1,2,5,MT,1.5,L,1,1,1,1,2,1,85.0,4,142.0,4587.0,1825.0,1490.0,1630.0,1255.0,5,2687.0,1562.0,1548.0,2017,9
527765,12.0,236,2,2,5,1,1,AT,0.0,L,1,4,3,2,2,1,36.0,0,0.0,3675.0,1630.0,1518.0,1360.0,1030.0,4,2360.0,1405.0,1400.0,2017,9
219195,40.0,638,2,1,3,1,6,MT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4335.0,1814.0,1695.0,1910.0,1495.0,5,2560.0,1525.0,1520.0,2017,9
569154,193.0,638,2,1,3,1,7,DCT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4195.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,9
576298,16.0,304,2,3,2,1,5,MT,1.5,L,2,1,1,1,2,1,82.0,4,140.0,4680.0,1695.0,1940.0,2080.0,1480.0,7,2800.0,1445.0,1420.0,2017,9
576298,134.0,304,2,3,2,1,5,MT,1.6,L,2,1,1,1,2,1,90.0,4,153.0,5115.0,1720.0,1960.0,2170.0,1570.0,7,3000.0,1445.0,1420.0,2017,9
384924,529.0,761,3,2,2,2,7,DCT,1.5,T,1,1,1,1,2,1,120.0,4,252.0,5018.0,1866.0,1459.0,1960.0,1510.0,5,2905.0,1599.0,1602.0,2017,9
436105,431.0,836,3,2,2,3,6,AT,1.8,L,1,1,1,1,2,1,105.0,4,176.0,4710.0,1820.0,1470.0,1860.0,1435.0,5,2770.0,1579.0,1589.0,2017,9
736094,252.0,783,2,3,3,1,5,MT,1.5,L,1,1,1,1,2,1,84.0,4,148.0,4465.0,1725.0,1685.0,1850.0,1325.0,5,2680.0,1460.0,1470.0,2017,9
714152,190.0,750,2,1,1,4,6,AT,1.8,T,1,1,1,1,2,1,118.0,4,250.0,4506.0,1809.0,1685.0,2050.0,1600.0,5,2684.0,1569.0,1571.0,2017,9
815230,198.0,49,2,1,1,2,7,DCT,1.4,T,1,1,1,1,2,1,121.0,4,250.0,4415.0,1819.0,1625.0,1830.0,1455.0,5,2636.0,1544.0,1544.0,2017,9
842246,205.0,68,2,1,2,1,6,DCT,1.8,T,1,1,1,1,2,1,130.0,4,245.0,4748.0,1933.0,1697.0,2162.0,1787.0,5,2850.0,1641.0,1642.0,2017,9
760412,66.0,542,2,1,1,5,0,CVT,2.0,L,1,1,1,1,2,1,122.0,4,201.0,4705.0,1810.0,1680.0,1985.0,1440.0,5,2670.0,1540.0,1540.0,2017,10
392593,77.0,497,2,1,1,1,0,CVT,2.0,L,1,1,1,1,2,1,90.0,4,180.0,4470.0,1837.0,1670.0,1807.0,1432.0,5,2670.0,1550.0,1550.0,2017,10
516750,53.0,98,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,82.0,4,146.5,4530.0,1721.0,1730.0,1850.0,1319.0,5,2720.0,1430.0,1450.0,2017,10
750340,95.0,864,2,1,1,1,5,AT,1.5,T,1,1,1,1,2,1,115.0,4,215.0,4530.0,1900.0,1700.0,1920.0,1545.0,5,2700.0,1601.0,1602.0,2017,10
221795,91.0,872,2,1,1,4,7,DCT,2.0,T,1,1,1,1,2,2,132.0,4,320.0,4398.0,1841.0,1591.0,2105.0,1590.0,5,2603.0,1547.0,1555.0,2017,10
789290,77.0,106,3,2,3,5,0,CVT,1.5,L,1,1,1,1,2,1,79.0,4,140.0,4440.0,1700.0,1490.0,1500.0,1090.0,5,2550.0,1460.0,1460.0,2017,10
472603,84.0,985,3,2,1,6,6,AT,1.6,T,1,1,1,1,2,1,123.0,4,245.0,4750.0,1820.0,1488.0,1820.0,1415.0,5,2730.0,1555.0,1550.0,2017,10
291514,50.0,783,2,1,3,1,4,AT,1.6,L,1,1,1,1,2,1,92.0,4,160.0,4170.0,1810.0,1635.0,1700.0,1325.0,5,2560.0,1560.0,1560.0,2017,10
725137,89.0,807,2,1,3,1,6,AT,1.3,T,1,1,1,1,2,1,101.0,4,202.0,4350.0,1825.0,1655.0,1780.0,1380.0,5,2560.0,1554.0,1550.0,2017,10
603972,88.0,872,3,2,4,4,0,CVT,2.5,L,1,1,1,1,2,2,150.0,6,250.0,5036.0,1874.0,1480.0,2300.0,1800.0,5,3012.0,1630.0,1620.0,2017,10
437063,95.0,814,3,2,1,4,6,AT,1.5,T,1,1,1,1,2,2,100.0,3,220.0,4456.0,1803.0,1446.0,1855.0,1409.0,5,2670.0,1563.0,1565.0,2017,10
576298,79.0,304,2,3,2,1,5,MT,1.6,L,2,1,1,1,2,1,90.0,4,153.0,5115.0,1720.0,1960.0,2170.0,1570.0,7,3000.0,1445.0,1420.0,2017,10
416749,22.0,537,2,1,3,5,0,CVT,1.8,L,1,1,1,1,2,1,100.0,4,169.0,4270.0,1772.0,1605.0,1775.0,1304.0,5,2610.0,1540.0,1530.0,2017,9
750340,19.0,864,2,1,1,1,5,AT,1.5,T,1,1,1,1,2,1,115.0,4,215.0,4530.0,1900.0,1700.0,1920.0,1545.0,5,2700.0,1601.0,1602.0,2017,9
384924,168.0,761,3,2,2,2,6,AT,2.0,T,1,1,1,1,2,1,187.0,4,350.0,5018.0,1866.0,1461.0,2060.0,1580.0,5,2905.0,1599.0,1602.0,2017,9
103507,23.0,831,2,1,3,3,7,DCT,1.6,T,1,1,1,1,2,1,117.7,4,250.0,4270.0,1780.0,1630.0,1880.0,1426.0,5,2590.0,1557.0,1570.0,2017,9
569154,101.0,638,2,1,3,1,7,DCT,1.5,T,1,1,1,1,2,1,110.0,4,210.0,4146.0,1772.0,1617.0,1840.0,1391.0,5,2550.0,1531.0,1524.0,2017,7
786351,169.0,836,3,2,1,3,6,AT,1.6,L,1,1,1,1,2,1,93.8,4,155.5,4570.0,1775.0,1445.0,1650.0,1275.0,5,2700.0,1549.0,1562.0,2017,7
308913,90.0,750,2,2,1,4,6,AT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4445.0,1765.0,1485.0,1765.0,1255.0,5,2610.0,1517.0,1493.0,2017,7
714860,27.0,831,3,2,2,3,7,DCT,1.6,T,1,1,1,1,2,1,128.7,4,265.0,4720.0,1815.0,1465.0,1900.0,1495.0,5,2770.0,1579.0,1589.0,2017,7
175962,79.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4475.0,1706.0,1469.0,1595.0,1115.0,5,2603.0,1460.0,1500.0,2017,7
713651,12.0,537,3,2,1,5,6,MT,1.0,T,1,1,1,1,2,1,92.0,3,173.0,4649.0,1800.0,1416.0,1685.0,1243.0,5,2700.0,1547.0,1563.0,2017,7
321683,561.0,750,3,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4655.0,1780.0,1453.0,1830.0,1380.0,5,2651.0,1535.0,1532.0,2017,7
741152,345.0,761,2,1,1,2,7,DCT,1.5,T,1,1,1,1,2,1,119.0,4,250.0,4667.0,1839.0,1660.0,2050.0,1575.0,5,2750.0,1584.0,1588.0,2017,7
739296,72.0,290,2,3,3,7,5,AMT,1.8,L,1,1,1,1,2,1,101.0,4,186.0,4710.0,1785.0,1745.0,1920.0,1435.0,7,2750.0,1530.0,1525.0,2017,7
291086,113.0,761,3,2,2,2,6,AT,2.0,L,1,1,1,1,2,1,108.0,4,190.0,4843.0,1856.0,1484.0,2020.0,1585.0,5,2737.0,1585.0,1588.0,2017,7
492952,134.0,692,3,2,1,5,0,CVT,1.6,L,1,1,1,1,2,1,93.0,4,154.0,4683.0,1780.0,1465.0,1670.0,1242.0,5,2700.0,1530.0,1530.0,2017,7
591790,195.0,106,3,2,1,5,0,CVT,1.2,T,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1310.0,5,2700.0,1525.0,1520.0,2017,7
425432,46.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4605.0,1765.0,1460.0,1720.0,1210.0,5,2610.0,1517.0,1493.0,2017,9
350259,324.0,750,3,2,1,4,7,DCT,1.4,T,1,1,1,1,2,1,96.0,4,225.0,4598.0,1826.0,1425.0,1825.0,1325.0,5,2656.0,1580.0,1554.0,2017,9
923841,713.0,450,3,2,2,2,6,AT,1.5,T,1,1,1,1,2,1,120.0,4,250.3,4855.0,1854.0,1476.0,1960.0,1520.0,5,2737.0,1585.0,1587.0,2017,9
861459,7.0,498,3,2,1,1,7,DCT,1.0,T,1,1,1,1,2,1,92.0,3,170.0,4671.0,1835.0,1464.0,1690.0,1240.0,5,2715.0,1562.0,1571.0,2017,9
713651,260.0,537,3,2,1,5,0,CVT,1.5,T,1,1,1,1,2,1,130.0,4,220.0,4649.0,1800.0,1416.0,1730.0,1306.0,5,2700.0,1547.0,1563.0,2017,9
621073,620.0,98,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,82.0,4,146.5,4400.0,1680.0,1770.0,1825.0,1305.0,5,2720.0,1420.0,1440.0,2017,9
871642,6.0,637,2,1,1,2,6,AT,1.5,T,3,1,1,1,2,1,135.0,4,240.0,4524.0,1838.0,1701.0,2092.0,1717.0,5,2640.0,1563.0,1565.0,2017,9
619401,186.0,12,2,1,1,1,0,CVT,1.3,T,1,1,1,1,2,1,98.0,4,185.0,4500.0,1834.0,1707.0,1880.0,1505.0,5,2661.0,1560.0,1560.0,2017,9
612523,19.0,783,2,1,1,1,6,MT,1.5,T,1,1,1,1,2,1,115.0,4,225.0,4500.0,1855.0,1690.0,1835.0,1460.0,5,2650.0,1590.0,1595.0,2017,7
412240,21.0,783,2,1,2,1,6,AT,1.5,T,2,1,1,1,2,1,110.0,4,230.0,4705.0,1800.0,1750.0,2100.0,1575.0,7,2780.0,1495.0,1505.0,2017,7
289403,34.0,12,2,1,1,1,6,MT,1.3,T,1,1,1,1,2,1,95.0,4,185.0,4440.0,1833.0,1545.0,1735.0,1360.0,5,2700.0,1556.0,1562.0,2017,7
961962,53.0,750,3,2,1,4,6,AT,1.5,L,1,1,1,1,2,1,81.0,4,150.0,4501.0,1704.0,1469.0,1640.0,1140.0,5,2604.0,1460.0,1500.0,2017,7
527809,127.0,953,3,2,4,4,9,AT,2.0,T,2,1,1,1,2,2,180.0,4,370.0,5065.0,1860.0,1467.0,2330.0,1800.0,5,3079.0,1596.0,1600.0,2017,7
914348,316.0,750,2,2,3,4,6,AT,1.4,L,1,1,1,1,2,1,66.0,4,132.0,3970.0,1682.0,1462.0,1590.0,1110.0,5,2470.0,1463.0,1456.0,2017,7
973106,167.0,537,2,1,2,5,0,CVT,1.5,T,1,1,1,1,2,1,142.0,4,243.0,4816.0,1942.0,1669.0,2180.0,1708.0,5,2820.0,1652.0,1671.0,2017,7
973106,10.0,537,2,1,2,5,9,AT,2.0,T,3,1,1,1,2,1,200.0,4,370.0,4816.0,1942.0,1669.0,2295.0,1881.0,5,2820.0,1652.0,1671.0,2017,6
384924,529.0,761,3,2,2,2,7,DCT,1.5,T,1,1,1,1,2,1,120.0,4,252.0,5018.0,1866.0,1459.0,1960.0,1510.0,5,2905.0,1599.0,1602.0,2017,6
743957,146.0,450,3,2,1,2,5,MT,1.5,L,1,1,1,1,2,1,80.0,4,141.0,4544.0,1779.0,1467.0,1620.0,1185.0,5,2600.0,1538.0,1539.0,2017,6
250658,29.0,450,3,2,2,2,7,DCT,1.5,T,1,1,1,1,2,1,120.0,4,252.0,4923.0,1854.0,1470.0,1865.0,1415.0,5,2829.0,1606.0,1609.0,2017,6
321683,43.0,750,3,2,1,4,5,MT,1.6,L,1,1,1,1,2,1,81.0,4,155.0,4655.0,1780.0,1453.0,1750.0,1300.0,5,2651.0,1535.0,1532.0,2017,6
516750,5.0,98,2,3,3,1,5,MT,1.5,L,2,1,1,1,1,1,82.0,4,146.5,4500.0,1721.0,1715.0,1825.0,1260.0,5,2720.0,1430.0,1450.0,2017,6
