TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_497,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_12,pre_sale_qty_872,pre_sale_qty_923,pre_sale_qty_75,pre_sale_qty_985,pre_sale_qty_841,pre_sale_qty_813,pre_sale_qty_783,pre_sale_qty_450,pre_sale_qty_SmDpMT,pre_sale_qty_SmDpNotMT,pre_sale_qty_SsmDpMT,pre_sale_qty_SsmDpNotMT,pre_sale_qty_MDpMT,pre_sale_qty_LDpNotMT,pre_sale_qty_2DpNotMT,pre_sale_qty_MDpDCT,pre_sale_qty_MDpCVT,pre_sale_qty_MDpATAMTCp2,pre_sale_quantity,pre_sale_qty_MDpATAMTCp3CgT,pre_sale_qty_MDpATAMTCp3CgLEm3,pre_sale_qty_1p61p8DpATAMTCp3CgLEm1
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,0.10825994297862053,,0.10825994297862053,,,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,2.820512561500073,,2.820512561500073,,,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,15-20W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,0.6634301006048918,,0.6634301006048918,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1246.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,0.05823007583618165,,0.05823007583618165,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,0.14823007583618164,,0.14823007583618164,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1288.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,0.06982195362448693,,0.06982195362448693,,,
0,692,1510.0,4665.0,1700.0,354068,3,4,5,2.0,1,3,189.0,1280.0,1475.0,1,CVT,2,L,1,1,1,105.0,10-15W,5,1480.0,1715.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,0.07867668155580759,,,,0.07867668155580759,,,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.215901543608815
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.308926233675628
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0713616108894348,,1.0713616108894348,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9965397000312806,,0.9965397000312806,
4,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1475.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2581533555686474,,0.2581533555686474,
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,42.65398741722107,,,,,,42.65398741722107,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,,,,,,,,3.645687125325203,,,,,,3.645687125325203,,,
5,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1204.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,,,,,,,,98.738498711586,,,,,,98.738498711586,,,
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,4.459409060478211,,,,,,4.459409060478211,,,
5,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1475.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,1.9924869155883789,,,,,,1.9924869155883789,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1208.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,,,,,,,,2.262475840449333,,,,,,2.262475840449333,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,,,,,,,,2.7138711765408514,,,,,,2.7138711765408514,,,
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1239.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,,,,,,,,0.013223970606923105,,,,,,0.013223970606923105,,,
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1264.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,,,,,,,,0.03406782567501068,,,,,,0.03406782567501068,,,
6,450,1476.0,4855.0,1854.0,923841,3,4,2,1.5,1,1,250.3,1520.0,1585.0,1,AT,2,T,1,2,1,120.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,468.11444721221926,,572.9190085601807,,,,,,,,,508.38187773704533,471.9773272895813,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1535.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,4.8626890993118295,,,,,,,,,,,5.285184112389882,6.13017413854599,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,1.3032306224107741,,,,,,,,,,,1.109724512497584,0.7227122926712036,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,135.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,2.3332532976567744,,,,,,,,,,,2.4930036992828053,2.8125045025348663,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1535.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,26.02659821510315,,,,,,,17.2792119795084,,,,21.652905097305776,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,37.330797065496455,,,,,,,18.842604806721212,,,,28.086700936108837,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,3,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,113.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,29.92327096298337,,,,,,,16.162618688642983,,,,23.042944825813176,,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,0.2210982172936201,,,,,,0.0910773316025734,,,,,0.15608777444809674,,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,0.9704774064570664,,,,,,0.4016019794344902,,,,,0.6860396929457783,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,0.7246690900623798,,,,,,0.4894166505336762,,,,,0.607042870298028,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,0.15271034255623814,,,,,,0.07550857290625572,,,,,0.11410945773124692,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,3,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,137.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,2.926285989880562,,,,,,1.754818616360426,,,,,2.340552303120494,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1535.0,1585.0,1,MT,2,T,1,2,1,135.0,15-20W,5,1587.0,1955.0,2,2737.0,,,,,,,,,,,,,,,0.3994740229845047,,,,,0.27700056895613673,,,,,,0.33823729597032076,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,1967.0,1,2640.0,,,,133.47526450157164,,,,,,,,,,,,,135.7920336151123,,,,,,,,136.07891128540038,135.11540313402813,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,15-20W,5,1565.0,1967.0,1,2690.0,,,,5.809347777366638,,,,,,,,,,,,,7.748178524971008,,,,,,,,6.211226196289062,6.589584166208902,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,1967.0,1,2690.0,,,,20.6762487667799,,,,,,,,,,,,,5.697440658211707,,,,,,,,17.550637246668337,14.641442223886648,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,1.6746708106994632,,,,,,,,,,,,,3.121407285928726,,,,,,,,3.666128970980645,2.8207356892029445,,,
6,637,1701.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,2092.0,1,2640.0,,,,25.624859657883643,,,,,,,,,,,,,21.096849443912507,,,,,,,,22.550990567207336,23.090899889667828,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.6,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,1967.0,1,2690.0,,,,3.350746853351593,,,,,,,,,,,,,,,,,,,,,3.640456060767174,3.4956014570593834,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.6,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,0.3519502377510071,,,,,,,,,,,,,,,,,,,,,0.4877062636613846,0.41982825070619584,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,20-25W,5,1565.0,2131.0,1,2690.0,,,,6.5804532724618925,,,,,,,,,,,,,,,,,,7.591460026055574,,,,7.085956649258733,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,25-35W,5,1565.0,2131.0,1,2690.0,,,,1.5860049113631252,,,,,,,,,,,,,,,,,,1.9101166227459907,,,,1.748060767054558,,,
6,637,1701.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1740.0,1563.0,1,AT,2,T,1,1,1,182.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,17.643240258693694,,,,,,,,,,,,,,,,,,17.16009412407875,,,,17.401667191386224,,,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1325.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1850.0,3,2680.0,,,,,,,,,,,,,,174.77594985961915,,184.91987102508546,,,,192.817846069336,,,,,,184.17122231801355,,,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,257.27481868267057,,192.43355760097504,,,,195.55009356498718,,,,,,215.08615661621093,,,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,3,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,46.092313753962536,,18.209468750953675,,,,15.612384098768235,,,,,,26.638055534561484,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.62628092808006
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,80.21737530946731,,,80.21737530946731,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57158587464189
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,,,17.374654264897107,,17.374654264897107,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.8394330121576785,,2.8394330121576785,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,0.16196090482175352,,,,0.16196090482175352,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,0.06187997654080391,,,,0.06187997654080391,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,0.24039173275232315,,,,0.24039173275232315,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,0.03712663151323795,,,,0.03712663151323795,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,0.41834849268198016,,,,,,0.41834849268198016,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,1.009354697614908,,,,,,1.009354697614908,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,12.368538807928562,,,12.368538807928562,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,7.31558810800314,,,7.31558810800314,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,1.126726329177618,,,1.126726329177618,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,1,1,265.0,1576.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,921.056194381714,,,921.056194381714,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1525.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,301.8700179672241,,,,301.8700179672241,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,3,1,203.0,1640.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,21.604371280670165,,,,21.604371280670165,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1496.0,1625.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1636.0,1980.0,1,2670.0,,,,,,,,,,,,,,,,,,,,0.6037529325485229,,,,,,0.6037529325485229,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,7.945274857282637,,,7.945274857282637,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,20-25W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,7.344384705424309,,,7.344384705424309,,,
6,497,1645.0,4338.0,1830.0,359378,2,4,1,1.5,1,1,210.0,1405.0,1550.0,1,DCT,2,T,1,1,1,108.0,10-15W,5,1550.0,1780.0,1,2630.0,,,57.151694526672365,,,,,,,,,,,,,,61.34051986336708,,,,,,49.105804243087775,,,55.8660062110424,,,
5,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1218.0,1490.0,1,AMT,2,L,1,3,1,82.0,5-8W,5,1496.0,1600.0,1,2550.0,,,,,,,,,,,,,,,,,356.68939041137696,,,,,,,,358.2429350280761,357.4661627197265,,,
6,290,1625.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1580.0,1,2550.0,,,,,,,,,,,,,,,,666.2432165527342,,,,677.7521243286133,,,,,,671.9976704406738,,,
6,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1550.0,1,2550.0,,,,,,,,,,,,,,,,130.57480420112608,,,,99.33196196556091,,,,,,114.9533830833435,,,
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1090.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,45.46089512348175,,,,,,,,,,,58.63187502384186,,,,,,,45.342788157463076,,49.811852768262234,,,
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,19.69162130832672,,,,,,,,,,,26.19256544589996,,,,,,,16.360294081568718,,20.748160278598466,,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.3,1,1,123.0,1045.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,3.2260386270284647,,,,,,,,,,4.063714305162431,,3.447383752465248,,,,,,,,3.5790455615520482,,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1070.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.9274870288372041,,,,,,,,,,1.3979285836219788,,,,3.1047321569919597,,,,,,1.8100492564837143,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,350.0,1860.0,1617.0,1,AT,2,T,2,2,1,155.0,35-50W,5,1613.0,2360.0,1,2873.0,92.47389093399048,,,,87.27164457321167,,,,,,,,,,,,,,,,,90.73224767684937,,,,90.1592610613505,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,15.865838174819947,,,,17.83217921257019,,,,,,,,,,,,,,,,,15.804572601318359,,,,16.500863329569498,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,15.45763108730316,,,,18.405623712539672,,,,,,,,,,,,,,,,,14.447172360420227,,,,16.103475720087687,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,,,,,,,231.49946153640747,,249.20761699676518,,,,230.40521850585938,,,,,,237.037432346344,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,1.1721785030886531,,0.6265374039858579,,2.3072810063883664,,,,,,,,1.3686656378209594,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,2.2152445245534182,,0.8965548297017812,,3.9637797252088784,,,,,,,,2.3585263598213593,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,4.387598209418356,,3.7615376944094896,,2.917927901484072,,,,,,,,3.689021268437306,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,10.78394146040082,,8.342027244269849,,5.700145855545998,,,,,,,,8.275371520072222,,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1335.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.1681878162920475,,0.1165727736055851,,,,0.03858639560639858,,,,,,0.10778232850134373,,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.2655870588123798,,0.11972029626369475,,,,0.06115978792309761,,,,,,0.14882238099972406,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,,,,,,,51.27843391209841,,25.430484313964843,,,,39.21743656158447,,,,,,38.64211826254924,,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.8312314616143703,,0.5869756934046745,,,,0.32010961681604383,,,,,,0.5794389239450296,,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,140.7212115573883,,,,,,,,,,,153.49499455451962,,,,,,,136.72336898803712,,143.64652503331502,,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,3.2472122597694395,,,,,,,,,,,3.926221591681242,,2.3123149903118607,,,,,,,3.1619162805875143,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.923378136008978,,,,,,,,,,,0.3195727046579123,,0.4273630151152611,,,,,,,0.5567712852607172,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,1.23864029109478,,,,,,,,,,,0.3721928574889897,,0.4072883595526218,,,,,,,0.6727071693787972,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,13.51561170578003,,,,,,,,,,,8.589874925613403,,,,,,,,7.210936372280121,9.772141001224517,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,14.31401603937149,,,,,,,,,,,5.580737898349762,,,,,,,,5.1364675390720365,8.343740492264429,,,
