TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_872,pre_sale_qty_985,pre_sale_qty_783,pre_sale_qty_807,pre_sale_qty_813,pre_sale_qty_841,pre_sale_qty_814,pre_sale_qty_692,pre_sale_qty_836,pre_sale_qty_761,pre_sale_qty_638,pre_sale_qty_290,pre_sale_qty_304,pre_sale_qty_750,pre_sale_qty_SSmDp,pre_sale_qty_SmDpMT,pre_sale_qty_MDpMT,pre_sale_qty_MDpNotMT,pre_sale_qty_LDp
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.2,2,1,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,60.3,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,106.71371515274048,,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,93.37817011833192,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,198.3355651664734,,,
4,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1320.0,1420.0,1,AT,1,L,1,3,1,82.0,5WL,5,1440.0,1850.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.2,2,1,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,20.880026792287826,,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.2,2,1,116.0,1280.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1800.0,3,2720.0,,,,,,,,,,,,,,,,,,,,6.141194159984589,,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.2,2,3,108.0,1280.0,1420.0,1,MT,1,L,1,3,1,63.0,5WL,5,1440.0,1800.0,3,2720.0,,,,,,,,,,,,,,,,,,,,43.678311853408815,,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.2,2,3,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,63.492696568965904,,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.2,2,3,116.0,1280.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1800.0,3,2720.0,,,,,,,,,,,,,,,,,,,,24.75396588325501,,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,14.466103075146675,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,40.75294476803393,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,37.839059648923566,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1290.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,88.24082828909158,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,56.72524053353816,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,11.318060495741664,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,23.501650654375553,,,
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,88.26590354658663,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1290.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,110.93935192018749,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,53.30720345661044,,,
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,,,,244.87434038162232,,,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1236.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1650.0,2,2700.0,,,,,,,,,,,,,260.31822269439704,,,,,,,,,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1237.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1660.0,2,2700.0,,,,,,,,,,,,,32.929531103894114,,,,,,,,,,,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1203.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1650.0,2,2700.0,,,,,,,,,,,,,33.15790484830737,,,,,,,,,,,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1255.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1670.0,2,2700.0,,,,,,,,,,,,,12.454896951988339,,,,,,,,,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1237.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1660.0,2,2700.0,,,,,,,,,,,,,71.9676986271143,,,,,,,,,,,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,0.5130922308936715,,,,,,,,,,1.316888415031135,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,0.4565440614521503,,,,,,,,,,0.7998774610832333,
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,15-20W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,0.3960412472486496,,,,,,,,,,0.6529507515579462,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1246.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,0.7376159187778829,,,,,,,,,,3.2165452118963005,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,1.1388801338896155,,,,,,,,,,3.4622269931435583,
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1288.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1710.0,2,2700.0,,,,,,,,,,,,,0.412126287855208,,,,,,,,,,2.116159712076187,
0,692,1510.0,4665.0,1700.0,354068,3,4,5,2.0,1,3,189.0,1280.0,1475.0,1,CVT,2,L,1,1,1,105.0,10-15W,5,1480.0,1715.0,2,2700.0,,,,,,,,,,,,,0.4090013158321381,,,,,,,,,,1.136452619433403,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,29.90280025243759,,,,,,,,,,,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,11.146173878610137,,,,,,,,,,,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,11.604191954731943,,,,,,,,,,,
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,12.426775408685208,,,,,,,,,,,
4,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1475.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,9.3521865702793,,,,,,,,,,,
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,45.550526494979856,,,,,,,,34.717732825279235,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,10.007671525627376,,,,,,,,14.840920943021775,,,
5,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1204.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,25.132808449268346,,,,,,,,17.88794492483139,,,
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,24.74211846411228,,,,,,,,38.22210278987885,,,
5,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1475.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,12.004246742390096,,,,,,,,17.43301106452942,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1208.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,4.1105934190750135,,,,,,,,14.677808891832829,,,
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,22.26372455045581,,,,,,,,32.185890222787854,,,
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1239.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,0.5259924294799566,,,,,,,,,0.3072853069007397,,
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1264.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,0.6631430889666079,,,,,,,,,0.5798758263140917,,
6,450,1476.0,4855.0,1854.0,923841,3,4,2,1.5,1,1,250.3,1520.0,1585.0,1,AT,2,T,1,2,1,120.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1535.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,135.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1535.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,40.066396123170854,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,190.6953970336914,
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,3,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,113.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,200.30630808353425,
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,0.5898450675234198
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,0.798894265294075
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,4.064004873484373
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,1.1280596662685276
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,3,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,137.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,,,,25.031083320379253
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1535.0,1585.0,1,MT,2,T,1,2,1,135.0,15-20W,5,1587.0,1955.0,2,2737.0,,,,,,,,,,,,,,,,,,,,,3.3892428308725355,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,1967.0,1,2640.0,,,52.26162895679474,,,,,,,,,,,,,,,,,,,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,15-20W,5,1565.0,1967.0,1,2690.0,,,18.479145290851594,,,,,,,,,,,,,,,,,,,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,1967.0,1,2690.0,,,24.418653180003165,,,,,,,,,,,,,,,,,,,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,2092.0,1,2690.0,,,7.221065693870186,,,,,,,,,,,,,,,,,,,,,
6,637,1701.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,2092.0,1,2640.0,,,10.625637685060502,,,,,,,,,,,,,,,,,,,,,
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.6,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,1967.0,1,2690.0,,,16.566834815442558,,,,,,,,,,,,,,,,,,,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.6,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,2092.0,1,2690.0,,,6.918223338499665,,,,,,,,,,,,,,,,,,,,,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,20-25W,5,1565.0,2131.0,1,2690.0,,,13.29375585772097,,,,,,,,,,,,,,,,,,,,27.853838274478914,
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,25-35W,5,1565.0,2131.0,1,2690.0,,,6.499772114530206,,,,,,,,,,,,,,,,,,,,8.369136445969342,
6,637,1701.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1740.0,1563.0,1,AT,2,T,1,1,1,182.0,20-25W,5,1565.0,2092.0,1,2690.0,,,13.534478728771212,,,,,,,,,,,,,,,,,,,,9.895688995718958,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1325.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1850.0,3,2680.0,,,,,,,,158.3005515193939,,,,,,,,,,,,,110.96276878356932,,,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,124.68725666999815,,,,,,,,,,,,,176.3534818649292,,,
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,3,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,23.04901785492897,,,,,,,,,,,,,57.352913358211524,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,58.43094746112824,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,101.03898989200592,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,150.67029663085938,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,47.49214651584625,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,3.5487245401740077,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,2.2309413997083904,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,4.99260430984199,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,2.7941469956189398,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,3.707515074014664,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,6.379836569130421,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,1,1,265.0,1576.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1525.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,241.86477400779725,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,3,1,203.0,1640.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,30.447714554741978,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1496.0,1625.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1636.0,1980.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,1.0808163070678711,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,20-25W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,,,
6,497,1645.0,4338.0,1830.0,359378,2,4,1,1.5,1,1,210.0,1405.0,1550.0,1,DCT,2,T,1,1,1,108.0,10-15W,5,1550.0,1780.0,1,2630.0,,,,,,,,,,,,,,,,,,,,,,,,
5,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1218.0,1490.0,1,AMT,2,L,1,3,1,82.0,5-8W,5,1496.0,1600.0,1,2550.0,,,,,,,,,,,,,,,,,115.89197178840635,,,,,,,
6,290,1625.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1580.0,1,2550.0,,,,,,,,,,,,,,,,,648.3390299987792,,,,524.9366535413266,,,
6,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1550.0,1,2550.0,,,,,,,,,,,,,,,,,84.89212416529655,,,,219.00892349004747,,,
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1090.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,22.598404622077947,,,,,,,,,,,,,,,,,,,
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,13.209037492275238,,,,,,,,,,,,,,,,,,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.3,1,1,123.0,1045.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,4.131893668398261,,,,,,,,,,,,,,,3.3391999685764318,,,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1070.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,2.261127366274595,,,,,,,,,,,,,,,,1.810893161892891,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,350.0,1860.0,1617.0,1,AT,2,T,2,2,1,155.0,35-50W,5,1613.0,2360.0,1,2873.0,84.13111173629761,,,79.91754846572877,,,,,,,,,,,,,,,,,,,72.73609886169433,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,37.13185794830322,,,37.8479257774353,,,,,,,,,,,,,,,,,,,35.13179487705231,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,27.252161312103272,,,30.489351162910467,,,,,,,,,,,,,,,,,,,27.33021342754364,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,157.63200773239134,,,,,,,,,,,,,84.14905901312828,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,1.8821901459619403,,,,,,,,,,,,3.84194509640336,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,5.350117352642119,,,,,,,,,,,,8.745548019371927,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,6.934769187197089,,,,,,,,,,,,14.625886616371572,,,,
