TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_497,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_12,pre_sale_qty_872,pre_sale_qty_923,pre_sale_qty_75,pre_sale_qty_985,pre_sale_qty_841,pre_sale_qty_813,pre_sale_qty_783,pre_sale_qty_450,pre_sale_qty_SmDpMT,pre_sale_qty_SmDpNotMT,pre_sale_qty_SsmDpMT,pre_sale_qty_SsmDpNotMT,pre_sale_qty_MDpMT,pre_sale_qty_MDpNotMT,pre_sale_qty_LDpNotMT,pre_sale_quantity
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.2,2,3,116.0,1206.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,,,14.34628360748291,,,,,14.34628360748291
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.2,2,3,116.0,1280.0,1420.0,1,MT,1,L,1,3,1,65.0,5WL,5,1440.0,1800.0,3,2720.0,,,,,,,,,,,,,,,,,,2.666845036745072,,,,,2.666845036745072
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,0.5704262556135654,,,,0.28895587146282203,,,0.4296910635381937
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,5.2496945741772665,,,,16.52276893004775,,,10.886231752112508
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,9.775822896957397,,,,10.307165640294553,,,10.041494268625975
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1290.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,41.81414126336575,,,,34.07810885190964,,,37.946125057637694
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,1,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,2.0945769226551056,,,,13.450772713422776,,,7.772674818038941
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1215.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,0.535304950028658,,,,0.2066080701351166,,,0.3709565100818873
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,1.7704192066192628,,,,0.7371365103870631,,,1.253777858503163
5,98,1750.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1245.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,53.84926812171936,,,,68.03978852272034,,,60.944528322219846
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1290.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,10.534734176695348,,,,2.8849767281115053,,,6.709855452403427
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5-8W,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,0.9611845909059048,,,,3.1334980184584857,,,2.0473413046821953
5,98,1770.0,4400.0,1680.0,621073,2,4,1,1.5,2,3,146.5,1305.0,1420.0,1,MT,1,L,1,3,1,82.0,5WL,5,1440.0,1825.0,3,2720.0,,,,,,,,,,,,,,,,84.81561931610108,,,,82.04648384094239,,,83.43105157852173
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1236.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1650.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,689.8200666427613,,689.8200666427613
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1237.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,6.082053938508034,,6.082053938508034
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1203.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1650.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,8.411867515966296,,8.411867515966296
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1255.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1670.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,28.013666486740114,,28.013666486740114
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1237.0,1540.0,1,CVT,2,L,1,1,1,93.0,10-15W,5,1540.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,9.684558994770052,,9.684558994770052
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.17103159733116627,,0.17103159733116627
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,2.9356606939435004,,2.9356606939435004
0,692,1503.0,4631.0,1760.0,354068,3,4,5,1.8,1,1,174.0,1270.0,1530.0,1,CVT,2,L,1,1,1,102.0,15-20W,5,1530.0,1700.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.7203310780227185,,0.7203310780227185
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1246.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.07499757416546345,,0.07499757416546345
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1271.0,1540.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1540.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.09791106171905994,,0.09791106171905994
0,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1288.0,1530.0,1,CVT,2,L,1,1,1,102.0,10-15W,5,1530.0,1710.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.01601563863456249,,0.01601563863456249
0,692,1510.0,4665.0,1700.0,354068,3,4,5,2.0,1,3,189.0,1280.0,1475.0,1,CVT,2,L,1,1,1,105.0,10-15W,5,1480.0,1715.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.16039483524858952,,0.16039483524858952
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,69.38880778312684,,69.38880778312684
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,1.6725027805566788,,1.6725027805566788
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1200.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,2.973066124916077,,2.973066124916077
4,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1480.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.6534896945953369,,0.6534896945953369
4,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1220.0,1475.0,1,AT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,,0.4377982077002525,,0.4377982077002525
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,1,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,42.65398741722107,,,42.65398741722107
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,,,,,,,,3.645687125325203,,,3.645687125325203
5,692,1503.0,4631.0,1760.0,354068,3,4,5,1.6,1,1,154.0,1204.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,,,,,,,,98.738498711586,,,98.738498711586
5,692,1505.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1480.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1485.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,4.459409060478211,,,4.459409060478211
5,692,1510.0,4665.0,1700.0,354068,3,4,5,1.6,1,3,153.0,1180.0,1475.0,1,MT,2,L,1,1,1,86.0,10-15W,5,1480.0,1660.0,2,2700.0,,,,,,,,,,,,,,,,,,,,1.9924869155883789,,,1.9924869155883789
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1208.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1630.0,2,2700.0,,,,,,,,,,,,,,,,,,,,2.262475840449333,,,2.262475840449333
5,692,1495.0,4610.0,1760.0,354068,3,4,5,1.6,1,3,154.0,1217.0,1540.0,1,MT,2,L,1,1,1,93.0,10-15W,5,1540.0,1640.0,2,2700.0,,,,,,,,,,,,,,,,,,,,2.7138711765408514,,,2.7138711765408514
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1239.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,,,,,,,,0.013223970606923105,,,0.013223970606923105
6,692,1495.0,4610.0,1760.0,354068,3,4,5,1.8,1,3,174.0,1264.0,1540.0,1,MT,2,L,1,1,1,102.0,10-15W,5,1540.0,1685.0,2,2700.0,,,,,,,,,,,,,,,,,,,,0.03406782567501068,,,0.03406782567501068
6,450,1476.0,4855.0,1854.0,923841,3,4,2,1.5,1,1,250.3,1520.0,1585.0,1,AT,2,T,1,2,1,120.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,468.11444721221926,,572.9190085601807,,,,546.9018647384644,,529.3117735036215
6,450,1474.0,4855.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1535.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,4.8626890993118295,,,,,,3.559916387796402,,4.211302743554116
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,1,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,131.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,1.3032306224107741,,,,,,1.944908537864685,,1.6240695801377296
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1580.0,1585.0,1,AT,2,T,1,2,1,135.0,15-20W,5,1587.0,2000.0,2,2737.0,,,,,,,,,,,,,,,2.3332532976567744,,,,,,1.2807875482738018,,1.8070204229652882
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1535.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1960.0,2,2737.0,,,,,,,,,,,,,,,26.02659821510315,,,,,,17.781240462064744,,21.903919338583947
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,1,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,108.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,37.330797065496455,,,,,,19.67540844708681,,28.50310275629163
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.0,1,3,190.0,1565.0,1585.0,1,AT,2,L,1,2,1,113.0,15-20W,5,1587.0,1985.0,2,2737.0,,,,,,,,,,,,,,,29.92327096298337,,,,,,9.525655818581582,,19.724463390782475
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,0.2210982172936201,,,,,,,0.0910773316025734,0.15608777444809674
6,450,1474.0,4855.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1565.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,1990.0,2,2737.0,,,,,,,,,,,,,,,0.9704774064570664,,,,,,,0.4016019794344902,0.6860396929457783
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,0.7246690900623798,,,,,,,0.4894166505336762,0.607042870298028
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,1,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,134.0,20-25W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,0.15271034255623814,,,,,,,0.07550857290625572,0.11410945773124692
6,450,1472.0,4869.0,1854.0,923841,3,4,2,2.4,1,3,240.0,1590.0,1585.0,1,AT,2,L,1,2,1,137.0,15-20W,5,1587.0,2010.0,2,2737.0,,,,,,,,,,,,,,,2.926285989880562,,,,,,,1.754818616360426,2.340552303120494
6,450,1472.0,4869.0,1854.0,923841,3,4,2,1.6,1,3,235.0,1535.0,1585.0,1,MT,2,T,1,2,1,135.0,15-20W,5,1587.0,1955.0,2,2737.0,,,,,,,,,,,,,,,0.3994740229845047,,,,,0.27700056895613673,,,0.33823729597032076
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,1967.0,1,2640.0,,,,133.47526450157164,,,,,,,,,,,,,135.7920336151123,,,,129.92561283111573,,133.06430364926655
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,15-20W,5,1565.0,1967.0,1,2690.0,,,,5.809347777366638,,,,,,,,,,,,,7.748178524971008,,,,3.587367753982544,,5.714964685440063
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.5,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,1967.0,1,2690.0,,,,20.6762487667799,,,,,,,,,,,,,5.697440658211707,,,,12.332782000899314,,12.902157141963642
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,133.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,1.6746708106994632,,,,,,,,,,,,,3.121407285928726,,,,1.059297776222229,,1.9517919576168061
6,637,1701.0,4524.0,1838.0,871642,2,4,2,1.5,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,135.0,20-25W,5,1565.0,2092.0,1,2640.0,,,,25.624859657883643,,,,,,,,,,,,,21.096849443912507,,,,22.4310542845726,,23.050921128789582
6,637,1685.0,4524.0,1838.0,871642,2,4,2,1.6,1,1,240.0,1592.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,1967.0,1,2690.0,,,,3.350746853351593,,,,,,,,,,,,,,,,,1.6358769726753235,,2.493311913013458
6,637,1695.0,4524.0,1838.0,871642,2,4,2,1.6,3,1,240.0,1717.0,1563.0,1,AT,2,T,1,1,1,130.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,0.3519502377510071,,,,,,,,,,,,,,,,,0.3663663658499718,,0.3591583018004895
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,20-25W,5,1565.0,2131.0,1,2690.0,,,,6.5804532724618925,,,,,,,,,,,,,,,,,5.364367072284222,,5.972410172373057
6,637,1695.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1756.0,1563.0,1,AT,2,T,1,1,1,178.0,25-35W,5,1565.0,2131.0,1,2690.0,,,,1.5860049113631252,,,,,,,,,,,,,,,,,1.149910750091076,,1.3679578307271008
6,637,1701.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1740.0,1563.0,1,AT,2,T,1,1,1,182.0,20-25W,5,1565.0,2092.0,1,2690.0,,,,17.643240258693694,,,,,,,,,,,,,,,,,15.790070774555204,,16.71665551662445
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1325.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1850.0,3,2680.0,,,,,,,,,,,,,,174.77594985961915,,184.91987102508546,,,,192.817846069336,,,184.17122231801355
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,257.27481868267057,,192.43355760097504,,,,195.55009356498718,,,215.08615661621093
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,3,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,46.092313753962536,,18.209468750953675,,,,15.612384098768235,,,26.638055534561484
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,119.79823703765871,,119.79823703765871
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,91.81212811470031,,91.81212811470031
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,17.280649292469025,,17.280649292469025
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,21.689896122813224,,21.689896122813224
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,1.871720541715622,,1.871720541715622
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,0.1499844954907894,,0.1499844954907894
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,0.05428413271903992,,0.05428413271903992
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,0.11322272174060345,,0.11322272174060345
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,0.02411763768643141,,0.02411763768643141
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,0.41834849268198016,,,0.41834849268198016
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,1.009354697614908,,,1.009354697614908
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,9.568088800907136,,9.568088800907136
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,5.738339347243309,,5.738339347243309
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,0.33677435100078584,,0.33677435100078584
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,1,1,265.0,1576.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,942.1172686767578,,942.1172686767578
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1525.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,305.16055980682376,,305.16055980682376
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,3,1,203.0,1640.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,5.546277611553669,,5.546277611553669
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1496.0,1625.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1636.0,1980.0,1,2670.0,,,,,,,,,,,,,,,,,,,,0.6037529325485229,,,0.6037529325485229
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,3.604580505490303,,3.604580505490303
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,20-25W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,2.2977528518438337,,2.2977528518438337
6,497,1645.0,4338.0,1830.0,359378,2,4,1,1.5,1,1,210.0,1405.0,1550.0,1,DCT,2,T,1,1,1,108.0,10-15W,5,1550.0,1780.0,1,2630.0,,,57.151694526672365,,,,,,,,,,,,,,61.34051986336708,,,,58.8662752404809,,59.119496543506784
5,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1218.0,1490.0,1,AMT,2,L,1,3,1,82.0,5-8W,5,1496.0,1600.0,1,2550.0,,,,,,,,,,,,,,,,,356.68939041137696,,,,329.77570198059084,,343.23254619598384
6,290,1625.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1580.0,1,2550.0,,,,,,,,,,,,,,,,666.2432165527342,,,,677.7521243286133,,,671.9976704406738
6,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1550.0,1,2550.0,,,,,,,,,,,,,,,,130.57480420112608,,,,99.33196196556091,,,114.9533830833435
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1090.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,45.46089512348175,,,,,,,,,,,58.63187502384186,,,,63.02949987411499,,55.70742334047953
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,19.69162130832672,,,,,,,,,,,26.19256544589996,,,,29.274059359431266,,25.052748704552645
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.3,1,1,123.0,1045.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,3.2260386270284647,,,,,,,,,,4.063714305162431,,3.447383752465248,,,,,3.5790455615520482
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1070.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.9274870288372041,,,,,,,,,,1.3979285836219788,,,,3.1047321569919597,,,1.8100492564837143
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,350.0,1860.0,1617.0,1,AT,2,T,2,2,1,155.0,35-50W,5,1613.0,2360.0,1,2873.0,92.47389093399048,,,,87.27164457321167,,,,,,,,,,,,,,,,95.22210367202759,,91.6558797264099
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,15.865838174819947,,,,17.83217921257019,,,,,,,,,,,,,,,,13.631358323097231,,15.776458570162456
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,15.45763108730316,,,,18.405623712539672,,,,,,,,,,,,,,,,13.251174478530883,,15.704809759457907
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,,,,,,,231.49946153640747,,249.20761699676518,,,,230.40521850585938,,,237.037432346344
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,1.1721785030886531,,0.6265374039858579,,2.3072810063883664,,,,,1.3686656378209594
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,2.2152445245534182,,0.8965548297017812,,3.9637797252088784,,,,,2.3585263598213593
