TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_Full
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,108.98316509723664
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,7.927925852686168
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,13.789641504921017
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,15.55029876369983
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,26.913420538306237
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1335.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,5.9485966165550055
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,5.149504057783633
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,86.94791338920594
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,4.873736310731619
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,59.16286957740785
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,2.6709868969768285
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,4.6821887661516675
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,5.360402027145028
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,28.727947825789453
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,26.158848689943557
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,5-8W,5,1470.0,1500.0,2,2550.0,0.7420997985638678
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,1.104962382949889
5,106,1485.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1050.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,0.8338790917769074
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,1.5194270837679504
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,2.9118623090162874
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,2.885043393187225
5,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,AMT,2,L,1,3,1,82.0,5WL,5,1478.0,1420.0,2,2550.0,15.839023270606994
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,935.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,156.12486362457275
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,985.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,218.37788192749022
6,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,MT,2,L,1,3,1,82.0,5WL,5,1478.0,1380.0,2,2550.0,20.56351656317711
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1254.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,139.72695905685424
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1256.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,98.1888189020753
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1564.0,1760.0,2,2700.0,9.541048183292153
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,8-10W,5,1564.0,1760.0,2,2700.0,5.6100520434975625
7,836,1450.0,4610.0,1800.0,526401,3,4,3,1.4,1,1,210.8,1275.0,1555.0,1,DCT,2,T,1,1,1,95.6,10-15W,5,1564.0,1780.0,2,2700.0,19.255663459300997
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,35.20611379027367
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,18.851967832176012
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,16.959769897190853
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,30.389574755430218
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,13.140971593139694
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,26.00877204567194
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1640.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1580.0,2120.0,2,2775.0,3.060829037874937
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,3.4246249391138552
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,11.903486465215686
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,10.232151290774345
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,12.3641370677948
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,10.804627583827825
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,23.13580886118114
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,15.918888371624053
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,1.9519152473099532
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,1.983096533436328
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,4.448782558999955
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,3.0563708195928485
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,4.876294040735812
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,0.622313321530819
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,72.62447986602783
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,11.95346795618534
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,64.55937757492066
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,1.7956351371109485
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,13.550283681154252
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,17.359130628108982
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,54.35397964596749
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,26.074902373552323
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,15.789213290214539
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,16.334180406928066
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,17.457515796720983
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,9.377599368542432
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,13.353379371613267
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,8.319843190610408
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,11.323553431928158
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,7.06659918949008
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,9.854758853875099
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,5.284053109027445
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,5.551258129961789
6,761,1772.0,5266.0,1878.0,125403,2,6,2,3.0,1,1,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,187.0,35-50W,7,1603.0,2470.0,3,3088.0,16.773226353526116
6,761,1772.0,5256.0,1878.0,125403,2,6,2,3.0,1,3,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,190.0,35-50W,7,1601.0,2470.0,3,3088.0,13.20920692630112
0,537,1669.0,4816.0,1942.0,973106,2,4,5,1.5,1,1,243.0,1708.0,1652.0,1,CVT,2,T,1,2,1,142.0,25-35W,5,1671.0,2180.0,1,2820.0,67.64038917064667
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,1,1,370.0,1803.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2220.0,1,2820.0,12.906439220905304
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1866.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,20.091270442008973
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1881.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,19.310427539348602
6,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1155.0,1460.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1500.0,1635.0,2,2603.0,50.60611900568009
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,132.0,1115.0,1460.0,1,MT,2,L,1,1,1,66.0,10-15W,5,1500.0,1595.0,2,2603.0,3.326048721820116
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1120.0,1460.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1500.0,1600.0,2,2603.0,9.907367942407726
7,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,225.0,1208.0,1460.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1500.0,1688.0,2,2603.0,1.887195052728057
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,210.30888411521912
5,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1398.0,1614.0,1,MT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,6.834911206923425
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1423.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,31.601428814865645
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,235.64843621492386
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,1,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,6.376095959618688
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,3,3,194.0,1505.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,2030.0,1,2640.0,1.606569302752614
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,4.152104841396214
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,20-25W,5,1615.0,2030.0,1,2640.0,2.4356371043249965
6,831,1660.0,4450.0,1855.0,819061,2,4,3,2.4,3,1,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,1.4272716674953698
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1540.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,1.507866589948535
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,3.0789807742089037
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,20-25W,5,1615.0,2050.0,1,2640.0,1.4636248998716477
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,26.653215464949607
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,31.66236768484116
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1245.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1755.0,2,2610.0,516.1519929122925
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,242.64967903614044
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1800.0,2,2610.0,22.45634264230728
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1270.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1780.0,2,2610.0,2.5330934607610107
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,4.426641277335584
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,4.813143770322204
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1680.0,2,2610.0,3.477039182782173
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,5.9125845538079735
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1210.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1720.0,2,2610.0,103.3199230480194
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1215.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1725.0,2,2610.0,69.23331348210573
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,78.18744484186172
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1755.0,2,2610.0,55.15413605183363
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1620.0,2,2610.0,69.6044385920465
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,79.82358256459236
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1795.0,2,2610.0,91.42723201662302
6,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1660.0,2,2610.0,72.52335027441383
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,199.65804940253497
6,750,1465.0,4608.0,1743.0,425432,3,4,4,2.0,1,3,180.0,1323.0,1517.0,1,AT,2,L,1,1,1,88.0,10-15W,5,1493.0,1698.0,2,2610.0,3.189806583635509
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.2,1,1,200.0,1280.0,1517.0,1,DCT,2,T,1,1,1,81.0,10-15W,5,1493.0,1790.0,2,2610.0,2.202224604673684
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1800.0,2,2610.0,8.427355430275203
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,12.142549998760225
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1815.0,2,2610.0,5.3369350899755945
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,250.0,1300.0,1517.0,1,DCT,2,T,1,1,1,110.0,10-15W,5,1493.0,1810.0,2,2610.0,4.151168537847698
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,250.0,1300.0,1517.0,1,DCT,2,T,1,1,1,110.0,15-20W,5,1493.0,1810.0,2,2610.0,1.8624428167566656
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1325.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1835.0,2,2610.0,15.793206893727186
7,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1325.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1700.0,2,2610.0,8.818182804957033
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,11.19058379009366
6,638,1705.0,4649.0,1830.0,340175,2,4,1,1.5,1,1,210.0,1600.0,1565.0,1,AT,2,T,1,1,1,110.0,8-10W,5,1565.0,2110.0,1,2680.0,103.47141355752943
6,638,1705.0,4649.0,1830.0,340175,2,4,1,1.5,1,1,210.0,1580.0,1565.0,1,MT,2,T,1,1,1,110.0,8-10W,5,1565.0,2090.0,1,2680.0,42.10918542623521
7,953,1535.0,4449.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1480.0,1540.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1547.0,1940.0,1,2699.0,28.919121893644327
7,953,1532.0,4431.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1482.0,1553.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1544.0,1920.0,1,2699.0,40.90496991991997
7,953,1532.0,4452.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1482.0,1553.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1544.0,1920.0,1,2699.0,33.021985671520234
7,953,1535.0,4452.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1493.0,1558.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1549.0,1920.0,1,2699.0,18.563337055146693
7,953,1535.0,4431.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1567.0,1558.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1549.0,1990.0,1,2699.0,12.333670924305913
7,953,1535.0,4449.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1580.0,1545.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1552.0,2015.0,1,2699.0,5.413858017623425
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1567.0,1558.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1549.0,1990.0,1,2699.0,8.891188322901726
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,350.0,1574.0,1558.0,1,DCT,2,T,2,1,1,155.0,25-35W,5,1549.0,1990.0,1,2699.0,2.1557015704363582
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,350.0,1574.0,1558.0,1,DCT,2,T,2,1,1,155.0,35-50W,5,1549.0,1990.0,1,2699.0,1.80861182063818
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.3,1,1,185.0,1380.0,1551.0,1,DCT,2,T,1,1,1,95.0,10-15W,5,1546.0,1755.0,2,2700.0,82.9908766078949
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.8,1,1,170.0,1340.0,1551.0,1,DCT,2,L,1,1,1,98.0,10-15W,5,1546.0,1715.0,2,2700.0,41.71609452486038
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.3,1,1,185.0,1360.0,1551.0,1,MT,2,T,1,1,1,95.0,10-15W,5,1546.0,1735.0,2,2700.0,31.79637751340866
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.8,1,1,170.0,1320.0,1551.0,1,MT,2,L,1,1,1,98.0,10-15W,5,1546.0,1695.0,2,2700.0,64.824896068573
7,750,1484.0,4872.0,1834.0,281301,3,4,4,1.8,1,1,300.0,1580.0,1577.0,1,DCT,2,T,1,2,1,132.0,25-35W,5,1550.0,2100.0,2,2803.0,162.327044839859
