TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_497,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_12,pre_sale_qty_872,pre_sale_qty_923,pre_sale_qty_75,pre_sale_qty_985,pre_sale_qty_841,pre_sale_qty_813,pre_sale_qty_783,pre_sale_qty_450,pre_sale_qty_SmDpMT,pre_sale_qty_SmDpNotMT,pre_sale_qty_SsmDpMT,pre_sale_qty_SsmDpNotMT,pre_sale_qty_MDpMT
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,257.27481868267057,,192.43355760097504,,,,195.55009356498718
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,3,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,,,,,,,46.09231375396253,,18.209468750953675,,,,15.612384098768235
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,0.41834849268198016
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,1.009354697614908
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,1,1,265.0,1576.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1525.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,3,1,203.0,1640.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1496.0,1625.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1636.0,1980.0,1,2670.0,,,,,,,,,,,,,,,,,,,,0.6037529325485229
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,20-25W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,
6,497,1645.0,4338.0,1830.0,359378,2,4,1,1.5,1,1,210.0,1405.0,1550.0,1,DCT,2,T,1,1,1,108.0,10-15W,5,1550.0,1780.0,1,2630.0,,,57.151694526672365,,,,,,,,,,,,,,61.34051986336708,,,
5,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1218.0,1490.0,1,AMT,2,L,1,3,1,82.0,5-8W,5,1496.0,1600.0,1,2550.0,,,,,,,,,,,,,,,,,356.68939041137696,,,
6,290,1625.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1580.0,1,2550.0,,,,,,,,,,,,,,,,666.2432165527342,,,,677.7521243286133
6,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1550.0,1,2550.0,,,,,,,,,,,,,,,,130.57480420112608,,,,99.33196196556091
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1090.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,45.46089512348175,,,,,,,,,,,58.63187502384186,,,
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,19.69162130832672,,,,,,,,,,,26.19256544589996,,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.3,1,1,123.0,1045.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,3.2260386270284647,,,,,,,,,,4.0637143051624305,,3.447383752465248,,
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1070.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.927487028837204,,,,,,,,,,1.3979285836219788,,,,3.1047321569919593
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,350.0,1860.0,1617.0,1,AT,2,T,2,2,1,155.0,35-50W,5,1613.0,2360.0,1,2873.0,92.47389093399048,,,,87.27164457321167,,,,,,,,,,,,,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,15.865838174819947,,,,17.83217921257019,,,,,,,,,,,,,,,
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,15.45763108730316,,,,18.405623712539672,,,,,,,,,,,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,,,,,,,231.49946153640747,,249.20761699676518,,,,230.40521850585938
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,1.1721785030886531,,0.6265374039858579,,2.3072810063883664,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,2.2152445245534182,,0.8965548297017812,,3.9637797252088784,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,4.387598209418356,,3.7615376944094896,,2.9179279014840716,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,,,,,,,10.78394146040082,,8.342027244269849,,5.700145855545998,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1335.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.1681878162920475,,0.1165727736055851,,,,0.03858639560639858
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.2655870588123798,,0.11972029626369475,,,,0.06115978792309761
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,,,,,,,51.27843391209841,,25.430484313964843,,,,39.21743656158447
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,,,,,,,0.8312314616143703,,0.5869756934046745,,,,0.32010961681604383
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,140.7212115573883,,,,,,,,,,,153.49499455451962,,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,3.2472122597694395,,,,,,,,,,,3.926221591681242,,2.3123149903118607,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.923378136008978,,,,,,,,,,,0.3195727046579123,,0.4273630151152611,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,1.23864029109478,,,,,,,,,,,0.3721928574889897,,0.4072883595526218,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,13.51561170578003,,,,,,,,,,,8.589874925613403,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,14.31401603937149,,,,,,,,,,,5.580737898349762,,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,5-8W,5,1470.0,1500.0,2,2550.0,,,,,,0.05128495447337628,,,,,,,,,,0.04310825482010841,,0.06695104375481606,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,0.2233845972269773,,,,,,,,,,0.19097416430711747,,0.15469952270388604,,
5,106,1485.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1050.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,1.280302480906248,,,,,,,,,,1.0265118803083897,,1.2743157681822777,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,,0.2117703641206026,,,,,,,,,,0.2766550774872303,,0.3715414495766163,,
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.06089578092098236,,,,,,,,,,0.09117080330848694,,,,0.13258709117770195
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,,0.13148451328277588,,,,,,,,,,0.08880622565746307,,,,0.1557451006770134
5,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,AMT,2,L,1,3,1,82.0,5WL,5,1478.0,1420.0,2,2550.0,,,,,,,,,,,,,,,,,50.69708225607872,,,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,935.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,,111.28908197402954,,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,985.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,,256.68925031661985,,
6,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,MT,2,L,1,3,1,82.0,5WL,5,1478.0,1380.0,2,2550.0,,,,,,,,,,,,,,,,13.03107560634613,,,,10.722702059745787
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1254.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1256.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,,,,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,,,,,,,1.2484268118441104
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,8-10W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,,,,,,,0.6093048729002476
7,836,1450.0,4610.0,1800.0,526401,3,4,3,1.4,1,1,210.8,1275.0,1555.0,1,DCT,2,T,1,1,1,95.6,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,,,,17.848694598674776,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,217.7813250541687,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,14.934914945065975,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,2.7545646212995054,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,21.91125331878662,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,1.5009063090384007,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,6.150805461108685,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1640.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1580.0,2120.0,2,2775.0,,1.2273247457295655,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,,2.6656485117971886,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,21.29338663339615,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,3.737345633506775,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,4.2941085985302925,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.935822313129902,,,,,,,,,,,,,,,,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,2.672743241265416,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,2.276544974148273,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.12409088168293238,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.1554311004281044,,,,,,,,,,,,,,,,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.4158353489637375,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.2694888291507959,,,,,,,,,,,,,,,,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,0.5167157918214798,,,,,,,,,,,,,,,,,,0.11187799990177157
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,,1.1360883576422929,,,,,,,,,,,,,,,,,,
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,,,,,,,,,,,78.3259806585312,,,,,,,,,
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,,,,,,,,,,,10.823836699128153,,,,,,,,,
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,,,,,
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,0.5628273808956146,,,,
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,,,,,,,,,,,,,,,,,,,,5.945779665112497
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,,,,,,,,,,,,,,,,,22.71211823225021,,,
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5266.0,1878.0,125403,2,6,2,3.0,1,1,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,187.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
6,761,1772.0,5256.0,1878.0,125403,2,6,2,3.0,1,3,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,190.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,,,,,,
0,537,1669.0,4816.0,1942.0,973106,2,4,5,1.5,1,1,243.0,1708.0,1652.0,1,CVT,2,T,1,2,1,142.0,25-35W,5,1671.0,2180.0,1,2820.0,,75.54661798477174,,,,,,,,,,,,,,,86.15113286972046,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,1,1,370.0,1803.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2220.0,1,2820.0,,4.587785031795502,,,,,,,,,,,,,,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1866.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,8.897584934234619,,,,,,,,,,,,,,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1881.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,7.185084939002991,,,,,,,,,,,,,,,,,,
6,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1155.0,1460.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1500.0,1635.0,2,2603.0,,,,,,,,,,,,,,,,,,,,
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,132.0,1115.0,1460.0,1,MT,2,L,1,1,1,66.0,10-15W,5,1500.0,1595.0,2,2603.0,,,,,,,,,,,,,,,,0.8358536493778229,,,,
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1120.0,1460.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1500.0,1600.0,2,2603.0,,,,,,,,,,,,,,,,,,,,2.0077435791492464
