,class_id,sale_quantity,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,year,month,sale_predict
20558,209945,0.0,814,3,2,4,4,8,AT,2.5,L,35-50W,2,1,1,3,2,2,167.0,6,250.0,5039.0,1860.0,1492.0,2245.0,1765.0,5,3108.0,1600.0,1627.0,2017,9,1.3589389242231846
20559,209945,0.0,814,3,2,4,4,8,AT,3.0,L,35-50W,2,1,1,3,2,2,211.0,6,310.0,5039.0,1860.0,1471.0,2260.0,1780.0,5,3108.0,1600.0,1627.0,2017,9,0.004613650664687156
20560,209945,0.0,814,3,2,4,4,8,AT,3.0,L,35-50W,2,1,1,3,2,2,211.0,6,310.0,5039.0,1860.0,1492.0,2295.0,1790.0,5,3108.0,1600.0,1627.0,2017,9,0.1469664430618286
20561,209945,0.0,814,3,2,4,4,8,AT,3.0,L,35-50W,2,1,1,3,2,2,211.0,6,310.0,5039.0,1860.0,1492.0,2295.0,1815.0,5,3108.0,1600.0,1627.0,2017,9,0.116646009683609
20562,209945,0.0,814,3,2,4,4,8,AT,3.0,T,35-50W,2,1,1,1,2,2,250.0,6,400.0,5055.0,1860.0,1491.0,2355.0,1850.0,5,3108.0,1600.0,1627.0,2017,9,0.10929456770420076
20563,209945,0.0,814,3,2,4,4,8,AT,3.0,T,35-50W,2,1,1,3,2,2,250.0,6,400.0,5039.0,1860.0,1471.0,2340.0,1860.0,5,3108.0,1594.0,1599.0,2017,9,0.0030712531507015232
20564,209945,0.0,814,3,2,4,4,8,AT,3.0,T,35-50W,2,1,1,3,2,2,250.0,6,400.0,5039.0,1860.0,1492.0,2355.0,1850.0,5,3108.0,1600.0,1627.0,2017,9,0.05569135844707489
20565,209945,0.0,814,3,2,4,4,8,AT,3.0,T,35-50W,2,1,1,3,2,2,250.0,6,400.0,5039.0,1860.0,1492.0,2355.0,1875.0,5,3108.0,1600.0,1599.0,2017,9,0.06601833045482636
20596,619401,186.0,12,2,1,1,1,0,CVT,1.3,T,8-10W,1,1,1,1,2,1,98.0,4,185.0,4500.0,1834.0,1707.0,1880.0,1505.0,5,2661.0,1560.0,1560.0,2017,9,152.41728740692142
20597,619401,167.0,12,2,1,1,1,5,MT,1.8,L,8-10W,1,1,1,1,2,1,98.0,4,170.0,4500.0,1834.0,1707.0,1808.0,1433.0,5,2661.0,1560.0,1560.0,2017,9,105.04491996765137
20626,789290,15.0,106,3,2,3,5,0,CVT,1.5,L,8-10W,1,1,1,1,2,1,79.0,4,140.0,4440.0,1700.0,1490.0,1500.0,1110.0,5,2550.0,1460.0,1460.0,2017,9,14.4833083884418
20627,789290,46.0,106,3,2,3,5,0,CVT,1.5,L,8-10W,1,1,1,1,2,1,79.0,4,140.0,4440.0,1700.0,1490.0,1500.0,1090.0,5,2550.0,1460.0,1460.0,2017,9,29.043141727298497
20628,789290,8.0,106,3,2,3,5,5,MT,1.3,L,8-10W,1,1,1,1,2,1,73.0,4,123.0,4440.0,1700.0,1490.0,1500.0,1045.0,5,2550.0,1470.0,1470.0,2017,9,5.044000015258789
20629,789290,0.0,106,3,2,3,5,5,MT,1.5,L,8-10W,1,1,1,1,2,1,79.0,4,140.0,4440.0,1700.0,1490.0,1500.0,1070.0,5,2550.0,1460.0,1460.0,2017,9,1.7971470648050307
20674,302513,7.0,864,2,1,3,1,6,MT,1.5,T,5-8W,1,1,1,1,2,1,115.0,4,215.0,4354.0,1840.0,1654.0,1725.0,1350.0,5,2610.0,1585.0,1586.0,2017,9,5.287486108541488
20675,302513,54.0,864,2,1,3,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,88.0,4,143.0,4354.0,1840.0,1654.0,1670.0,1285.0,5,2610.0,1585.0,1586.0,2017,9,60.73862148284912
20676,302513,41.0,864,2,1,3,1,0,CVT,1.5,T,5-8W,1,1,1,1,2,1,115.0,4,215.0,4354.0,1840.0,1654.0,1715.0,1340.0,5,2610.0,1585.0,1586.0,2017,9,50.76145127296448
20677,302513,7.0,864,2,1,3,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,88.0,4,143.0,4354.0,1840.0,1654.0,1705.0,1330.0,5,2610.0,1585.0,1586.0,2017,9,5.787891346216202
22334,349023,863.0,450,3,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4666.0,1807.0,1460.0,1700.0,1270.0,5,2700.0,1541.0,1561.0,2017,9,535.0754515075682
22335,349023,10.0,450,2,2,1,2,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,110.0,4,240.0,4450.0,1807.0,1459.0,1740.0,1300.0,5,2700.0,1540.0,1561.0,2017,9,5.499401782304049
22336,349023,58.0,450,2,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4450.0,1807.0,1459.0,1700.0,1280.0,5,2700.0,1540.0,1561.0,2017,9,41.83382185459136
22337,349023,10.0,450,3,2,1,2,6,MT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4666.0,1807.0,1460.0,1670.0,1240.0,5,2700.0,1541.0,1561.0,2017,9,31.308201229572298
22338,349023,0.0,450,2,2,1,2,5,MT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,155.0,4510.0,1797.0,1477.0,1788.0,1380.0,5,2685.0,1545.0,1567.0,2017,9,27.46302292346955
22339,349023,0.0,450,2,2,1,2,5,MT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,155.0,4510.0,1797.0,1477.0,1788.0,1380.0,5,2685.0,1545.0,1567.0,2017,9,2.9119931650161743
22340,349023,0.0,450,2,2,1,2,6,AT,1.6,L,10-15W,1,1,1,1,2,1,86.0,4,155.0,4510.0,1797.0,1477.0,1803.0,1395.0,5,2685.0,1545.0,1567.0,2017,9,17.84587342739105
22341,349023,0.0,450,2,2,1,2,6,AT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,155.0,4510.0,1797.0,1477.0,1803.0,1395.0,5,2685.0,1545.0,1567.0,2017,9,2.3132686018943787
22342,349023,0.0,450,2,2,1,2,6,AT,1.6,T,10-15W,1,1,1,1,2,1,131.0,4,235.0,4510.0,1797.0,1477.0,1893.0,1485.0,5,2685.0,1535.0,1557.0,2017,9,1.121891822516918
22343,349023,0.0,450,2,2,1,2,6,AT,1.6,T,10-15W,1,1,1,3,2,1,131.0,4,235.0,4510.0,1797.0,1477.0,1893.0,1485.0,5,2685.0,1535.0,1557.0,2017,9,0.14324175268411635
22344,349023,0.0,450,3,2,1,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,80.0,4,141.0,4643.0,1797.0,1477.0,1738.0,1320.0,5,2685.0,1544.0,1565.0,2017,9,59.010849723815916
22345,349023,0.0,450,3,2,1,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4567.0,1786.0,1456.0,1700.0,1195.0,5,2662.0,1540.0,1558.0,2017,9,1.7860161066055298
22346,349023,0.0,450,3,2,1,2,5,MT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4567.0,1786.0,1456.0,1700.0,1225.0,5,2662.0,1540.0,1558.0,2017,9,5.9788930583000175
22347,349023,0.0,450,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,3,2,1,86.0,4,150.0,4598.0,1797.0,1477.0,1770.0,1360.0,5,2685.0,1544.0,1558.0,2017,9,4.2065586522221565
22348,349023,0.0,450,3,2,1,2,5,MT,1.6,L,10-15W,1,1,1,3,2,1,89.0,4,155.0,4598.0,1797.0,1477.0,1770.0,1360.0,5,2685.0,1544.0,1558.0,2017,9,31.829893188476557
22349,349023,0.0,450,3,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,80.0,4,141.0,4643.0,1797.0,1479.0,1778.0,1360.0,5,2685.0,1544.0,1565.0,2017,9,68.90924741387367
22350,349023,0.0,450,3,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4567.0,1786.0,1455.0,1700.0,1260.0,5,2662.0,1540.0,1558.0,2017,9,38.66317320168018
22351,349023,0.0,450,3,2,1,2,6,AT,1.6,L,10-15W,1,1,1,3,2,1,89.0,4,155.0,4598.0,1797.0,1477.0,1800.0,1390.0,5,2685.0,1544.0,1558.0,2017,9,4.968958244323732
22352,349023,0.0,450,3,2,1,2,6,AT,1.8,L,10-15W,1,1,1,3,2,1,105.0,4,177.0,4598.0,1797.0,1477.0,1835.0,1425.0,5,2685.0,1544.0,1558.0,2017,9,0.34334990851581104
22353,349023,0.0,450,3,2,1,2,6,AT,1.8,L,10-15W,1,1,1,3,2,1,108.0,4,177.0,4598.0,1797.0,1477.0,1820.0,1410.0,5,2685.0,1544.0,1558.0,2017,9,23.20349067270756
22354,349023,0.0,450,3,2,1,2,6,MT,1.4,T,10-15W,1,1,1,1,2,1,110.0,4,235.0,4567.0,1786.0,1458.0,1700.0,1245.0,5,2662.0,1540.0,1558.0,2017,9,0.14328045547008514
22355,349023,0.0,450,3,2,1,2,6,MT,1.6,T,10-15W,1,1,1,3,2,1,135.0,4,235.0,4598.0,1797.0,1477.0,1860.0,1450.0,5,2685.0,1544.0,1558.0,2017,9,0.778918022364378
22356,349023,0.0,450,3,2,1,2,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,110.0,4,235.0,4567.0,1786.0,1454.0,1700.0,1300.0,5,2662.0,1540.0,1558.0,2017,9,8.352275876402855
22357,349023,0.0,450,3,2,1,2,7,DCT,1.4,T,10-15W,1,1,1,1,2,1,110.0,4,240.0,4666.0,1807.0,1460.0,1740.0,1310.0,5,2700.0,1541.0,1561.0,2017,9,32.11310992985964
22662,978089,19.0,12,2,2,1,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4425.0,1789.0,1470.0,1611.0,1236.0,5,2650.0,1502.0,1492.0,2017,9,29.30493437767029
22663,978089,47.0,12,2,2,1,1,0,CVT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4425.0,1789.0,1470.0,1626.0,1251.0,5,2650.0,1502.0,1492.0,2017,9,45.17018138885498
22664,978089,121.0,12,3,2,1,1,0,CVT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4631.0,1789.0,1470.0,1640.0,1265.0,5,2650.0,1502.0,1492.0,2017,9,150.9792395401001
22665,978089,214.0,12,3,2,1,1,5,MT,1.5,L,5-8W,1,1,1,1,2,1,80.0,4,140.0,4631.0,1789.0,1470.0,1625.0,1250.0,5,2650.0,1502.0,1492.0,2017,9,207.4781627655029
22666,978089,0.0,12,2,2,1,1,0,CVT,1.3,T,5-8W,1,1,1,1,2,1,98.0,4,185.0,4425.0,1789.0,1470.0,1696.0,1321.0,5,2650.0,1502.0,1492.0,2017,9,0.2390671849250793
22667,978089,0.0,12,2,2,1,1,6,MT,1.3,T,5-8W,1,1,1,1,2,1,98.0,4,185.0,4425.0,1789.0,1470.0,1652.0,1277.0,5,2650.0,1502.0,1492.0,2017,9,1.2014790105819702
22668,978089,0.0,12,3,2,1,1,0,CVT,1.3,T,5-8W,1,1,1,1,2,1,98.0,4,185.0,4631.0,1789.0,1470.0,1710.0,1335.0,5,2650.0,1502.0,1492.0,2017,9,1.0329248344898223
22669,978089,0.0,12,3,2,1,1,6,MT,1.3,T,5-8W,1,1,1,1,2,1,98.0,4,185.0,4631.0,1789.0,1470.0,1697.0,1322.0,5,2650.0,1502.0,1492.0,2017,9,1.411092867851257
22778,206765,87.0,761,3,2,1,2,7,DCT,1.5,T,15-20W,1,1,1,1,2,1,119.0,4,250.0,4718.0,1802.0,1471.0,1770.0,1320.0,5,2700.0,1540.0,1558.0,2017,9,114.84399625778198
22779,206765,2260.0,761,3,2,1,2,6,AT,1.5,L,15-20W,1,1,1,1,2,1,84.0,4,146.0,4718.0,1802.0,1466.0,1745.0,1295.0,5,2700.0,1540.0,1558.0,2017,9,1565.365424194336
22780,206765,0.0,761,3,2,1,2,6,MT,1.5,L,15-20W,1,1,1,1,2,1,84.0,4,146.0,4718.0,1802.0,1466.0,1710.0,1260.0,5,2700.0,1540.0,1558.0,2017,9,63.585986366271975
22781,206765,0.0,761,3,2,1,2,7,DCT,1.5,T,15-20W,1,1,1,1,2,1,119.0,4,250.0,4718.0,1802.0,1471.0,1770.0,1345.0,5,2700.0,1534.0,1552.0,2017,9,5.410449637770653
22791,612523,113.0,783,2,1,1,1,6,AT,1.5,T,8-10W,1,1,1,1,2,1,115.0,4,225.0,4500.0,1855.0,1690.0,1865.0,1490.0,5,2650.0,1590.0,1595.0,2017,9,39.62223804235458
22792,612523,19.0,783,2,1,1,1,6,MT,1.5,T,8-10W,1,1,1,1,2,1,115.0,4,225.0,4500.0,1855.0,1690.0,1835.0,1460.0,5,2650.0,1590.0,1595.0,2017,9,58.635541648864745
22793,612523,66.0,783,2,1,1,1,6,MT,1.5,T,8-10W,1,1,1,1,2,1,115.0,4,225.0,4500.0,1855.0,1690.0,1865.0,1490.0,5,2650.0,1590.0,1595.0,2017,9,48.16666666984558
23192,560265,88.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,1,1,1,85.0,4,150.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,131.53612921714782
23193,560265,0.0,923,2,3,3,1,5,MT,1.2,L,5-8W,2,1,1,1,1,1,63.5,4,108.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,13.55571894645691
23194,560265,0.0,923,2,3,3,1,5,MT,1.2,L,5-8W,2,1,1,3,1,1,63.5,4,108.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,1.3266342562437057
23195,560265,0.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,1,1,1,75.0,4,135.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,5.274091135263443
23196,560265,0.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,1,1,1,78.0,4,145.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,2.303686580657959
23197,560265,0.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,3,1,1,75.0,4,135.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,1.9607398748397824
23198,560265,0.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,3,1,1,78.0,4,145.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,0.5921722483634949
23199,560265,0.0,923,2,3,3,1,5,MT,1.5,L,5-8W,2,1,1,3,1,1,85.0,4,150.0,4440.0,1700.0,1783.0,1790.0,1270.0,5,2790.0,1420.0,1440.0,2017,9,11.446258281469346
23218,815230,198.0,49,2,1,1,2,7,DCT,1.4,T,15-20W,1,1,1,1,2,1,121.0,4,250.0,4415.0,1819.0,1625.0,1830.0,1455.0,5,2636.0,1544.0,1544.0,2017,9,154.17742691040038
23219,815230,0.0,49,2,1,1,2,9,AT,2.4,L,15-20W,3,1,1,1,2,1,128.5,4,227.5,4415.0,1819.0,1645.0,2065.0,1690.0,5,2636.0,1545.0,1545.0,2017,9,11.894726165533063
23910,883691,32.0,750,3,2,2,4,7,DCT,2.0,T,20-25W,1,1,1,1,2,1,162.0,4,350.0,4866.0,1832.0,1464.0,2030.0,1550.0,5,2871.0,1584.0,1570.0,2017,9,35.614132175445555
23911,883691,244.0,750,3,2,2,4,7,DCT,1.8,T,20-25W,1,1,1,1,2,1,132.0,4,300.0,4866.0,1832.0,1464.0,2000.0,1500.0,5,2871.0,1584.0,1570.0,2017,9,325.2007947731018
23912,883691,0.0,750,3,2,2,4,6,DCT,2.0,T,20-25W,1,1,1,1,2,1,147.0,4,280.0,4865.0,1820.0,1475.0,2000.0,1550.0,5,2812.0,1552.0,1551.0,2017,9,1.5650058388710022
23913,883691,0.0,750,3,2,2,4,6,DCT,2.0,T,20-25W,1,1,1,3,2,1,147.0,4,280.0,4865.0,1820.0,1475.0,2000.0,1550.0,5,2812.0,1552.0,1551.0,2017,9,1.723783967718482
23914,883691,0.0,750,3,2,2,4,6,DCT,3.0,L,20-25W,1,1,1,3,2,1,184.0,6,310.0,4865.0,1820.0,1475.0,2030.0,1630.0,5,2812.0,1552.0,1551.0,2017,9,0.5450695730745793
23915,883691,0.0,750,3,2,2,4,7,DCT,1.4,T,20-25W,1,1,1,1,2,1,110.0,4,250.0,4866.0,1832.0,1464.0,1920.0,1440.0,5,2871.0,1584.0,1570.0,2017,9,10.048697262704374
23916,883691,0.0,750,3,2,2,4,7,DCT,1.4,T,20-25W,1,1,1,3,2,1,96.0,4,220.0,4865.0,1820.0,1475.0,1930.0,1470.0,5,2812.0,1552.0,1551.0,2017,9,0.2957902890443802
23917,883691,0.0,750,3,2,2,4,7,DCT,1.4,T,20-25W,1,1,1,3,2,1,96.0,4,220.0,4865.0,1820.0,1475.0,1930.0,1480.0,5,2812.0,1552.0,1551.0,2017,9,0.2309576166421175
23918,883691,0.0,750,3,2,2,4,7,DCT,1.8,T,20-25W,1,1,1,1,2,1,118.0,4,250.0,4865.0,1820.0,1475.0,2000.0,1545.0,5,2812.0,1552.0,1551.0,2017,9,24.566732387542725
23919,883691,0.0,750,3,2,2,4,7,DCT,1.8,T,20-25W,1,1,1,3,2,1,118.0,4,250.0,4865.0,1820.0,1475.0,2000.0,1545.0,5,2812.0,1552.0,1551.0,2017,9,9.788403183221815
23940,186250,83.0,761,2,2,1,2,6,AT,1.5,L,10-15W,1,1,1,1,2,1,84.0,4,146.0,4370.0,1809.0,1461.0,1715.0,1280.0,5,2662.0,1540.0,1562.0,2017,9,156.86491031646727
23995,851857,196.0,75,2,1,2,2,8,AT,2.0,T,25-35W,1,1,1,1,2,2,179.0,4,400.0,4812.0,1903.0,1680.0,2275.0,1795.0,5,2857.0,1645.0,1645.0,2017,9,136.56775512695313
23996,851857,49.0,75,2,1,2,2,8,AT,2.0,T,25-35W,3,1,1,1,2,2,193.0,4,400.0,4812.0,1903.0,1680.0,2375.0,1885.0,5,2857.0,1645.0,1645.0,2017,9,67.27509840965271
23997,851857,10.0,75,2,1,2,2,9,AT,2.0,T,25-35W,3,2,2,1,2,2,193.0,4,350.0,4812.0,1903.0,1680.0,2431.0,1940.0,5,2857.0,1645.0,1645.0,2017,9,3.444585000276565
25171,281301,66.0,750,3,2,2,4,7,DCT,1.4,T,25-35W,1,1,1,1,2,1,110.0,4,250.0,4872.0,1834.0,1484.0,2015.0,1495.0,5,2803.0,1577.0,1550.0,2017,9,102.39173816680908
25172,281301,467.0,750,3,2,2,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,1,132.0,4,300.0,4872.0,1834.0,1484.0,2100.0,1580.0,5,2803.0,1577.0,1550.0,2017,9,465.33562229156496
25173,281301,51.0,750,3,2,2,4,6,AT,1.8,T,25-35W,1,1,1,1,2,1,118.0,4,250.0,4872.0,1834.0,1484.0,2040.0,1520.0,5,2803.0,1577.0,1550.0,2017,9,42.37711054086685
25174,281301,0.0,750,3,2,2,4,5,MT,1.4,T,25-35W,1,1,1,1,2,1,96.0,4,220.0,4870.0,1834.0,1472.0,1975.0,1435.0,5,2803.0,1577.0,1550.0,2017,9,0.592195770740509
25175,281301,0.0,750,3,2,2,4,5,MT,1.4,T,25-35W,1,1,1,1,2,1,110.0,4,250.0,4872.0,1834.0,1484.0,1975.0,1455.0,5,2803.0,1577.0,1550.0,2017,9,0.8775260190665722
25176,281301,0.0,750,3,2,2,4,5,MT,1.4,T,25-35W,1,1,1,3,2,1,96.0,4,220.0,4870.0,1834.0,1472.0,1975.0,1435.0,5,2803.0,1577.0,1550.0,2017,9,0.8847620147466659
25177,281301,0.0,750,3,2,2,4,6,AT,1.8,T,25-35W,1,1,1,3,2,1,118.0,4,250.0,4870.0,1834.0,1472.0,2040.0,1500.0,5,2803.0,1577.0,1550.0,2017,9,2.8414602953195573
25178,281301,0.0,750,3,2,2,4,6,DCT,2.0,T,25-35W,1,1,1,1,2,1,147.0,4,280.0,4870.0,1834.0,1472.0,2090.0,1550.0,5,2803.0,1577.0,1550.0,2017,9,1.0731442055106164
25179,281301,0.0,750,3,2,2,4,6,DCT,2.0,T,25-35W,1,1,1,3,2,1,147.0,4,280.0,4870.0,1834.0,1472.0,2090.0,1550.0,5,2803.0,1577.0,1550.0,2017,9,1.3551541846990585
25180,281301,0.0,750,3,2,2,4,6,DCT,3.0,L,25-35W,1,1,1,1,2,1,184.0,6,310.0,4870.0,1834.0,1472.0,2140.0,1620.0,5,2803.0,1577.0,1550.0,2017,9,0.09890641123056412
25181,281301,0.0,750,3,2,2,4,6,DCT,3.0,L,25-35W,1,1,1,1,2,1,184.0,6,310.0,4872.0,1834.0,1484.0,2175.0,1655.0,5,2803.0,1577.0,1550.0,2017,9,0.2295702786743641
25182,281301,0.0,750,3,2,2,4,6,DCT,3.0,L,25-35W,1,1,1,3,2,1,184.0,6,310.0,4870.0,1834.0,1472.0,2140.0,1620.0,5,2803.0,1577.0,1550.0,2017,9,0.06381808996200561
25183,281301,0.0,750,3,2,2,4,7,DCT,1.4,T,25-35W,1,1,1,1,2,1,96.0,4,220.0,4870.0,1834.0,1472.0,2000.0,1460.0,5,2803.0,1577.0,1550.0,2017,9,3.0049795851111414
25184,281301,0.0,750,3,2,2,4,7,DCT,1.4,T,25-35W,1,1,1,3,2,1,96.0,4,220.0,4870.0,1834.0,1472.0,2000.0,1460.0,5,2803.0,1577.0,1550.0,2017,9,0.4333957359194756
25185,281301,0.0,750,3,2,2,4,7,DCT,1.8,T,25-35W,1,1,1,1,2,1,118.0,4,250.0,4870.0,1834.0,1472.0,2060.0,1520.0,5,2803.0,1577.0,1550.0,2017,9,34.76405079960823
25186,281301,0.0,750,3,2,2,4,7,DCT,1.8,T,25-35W,1,1,1,3,2,1,118.0,4,250.0,4870.0,1834.0,1472.0,2060.0,1520.0,5,2803.0,1577.0,1550.0,2017,9,27.999288073778157
25187,281301,0.0,750,3,2,2,4,7,DCT,2.0,T,25-35W,1,1,1,1,2,1,162.0,4,350.0,4872.0,1834.0,1484.0,2120.0,1600.0,5,2803.0,1577.0,1550.0,2017,9,4.342513348460198
27120,304458,307.0,106,3,2,1,5,0,CVT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1315.0,5,2700.0,1535.0,1535.0,2017,9,285.46309525489806
27121,304458,33.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1285.0,5,2700.0,1535.0,1535.0,2017,9,73.67315200805666
27122,304458,191.0,106,3,2,1,5,0,CVT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1300.0,5,2700.0,1535.0,1535.0,2017,9,178.4785239362717
27123,304458,8.0,106,3,2,1,5,0,CVT,1.2,T,10-15W,1,1,1,1,2,1,85.0,4,185.0,4630.0,1775.0,1480.0,1770.0,1320.0,5,2700.0,1525.0,1520.0,2017,9,18.545628809928893
27124,304458,66.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,2,2,1,2,1,73.0,4,142.0,4630.0,1775.0,1485.0,1845.0,1375.0,5,2700.0,1535.0,1535.0,2017,9,95.18376710414888
27125,304458,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1305.0,5,2700.0,1525.0,1520.0,2017,9,22.730019511282443
27126,304458,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1310.0,5,2700.0,1525.0,1520.0,2017,9,1.9264090910553933
27127,304458,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1285.0,5,2700.0,1535.0,1535.0,2017,9,0.06335106253623962
27128,304458,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1305.0,5,2700.0,1525.0,1520.0,2017,9,0.80565638422966
27129,304458,0.0,106,3,2,1,5,0,CVT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1310.0,5,2700.0,1525.0,1520.0,2017,9,0.3249484360218048
27130,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1315.0,5,2700.0,1525.0,1520.0,2017,9,0.09477715402841567
27131,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,1,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1320.0,5,2700.0,1525.0,1520.0,2017,9,0.06943500556051731
27132,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,103.0,4,173.0,4545.0,1760.0,1490.0,1790.0,1320.0,5,2600.0,1525.0,1520.0,2017,9,1.1085691928863526
27133,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,103.0,4,173.0,4545.0,1760.0,1490.0,1790.0,1335.0,5,2600.0,1525.0,1520.0,2017,9,0.48545422174036496
27134,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1315.0,5,2700.0,1525.0,1520.0,2017,9,0.04982354924082756
27135,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,1,1,3,2,1,103.0,4,173.0,4630.0,1775.0,1480.0,1785.0,1320.0,5,2700.0,1525.0,1520.0,2017,9,0.04521014504134655
27136,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,2,2,1,2,1,73.0,4,142.0,4630.0,1775.0,1485.0,1845.0,1405.0,5,2700.0,1525.0,1520.0,2017,9,0.24481506887823345
27137,304458,0.0,106,3,2,1,5,0,CVT,1.8,L,10-15W,1,2,2,1,2,1,73.0,4,142.0,4630.0,1775.0,1485.0,1845.0,1410.0,5,2700.0,1525.0,1520.0,2017,9,0.22366218600422144
27138,304458,0.0,106,3,2,1,5,4,AT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4545.0,1760.0,1490.0,1770.0,1290.0,5,2600.0,1535.0,1535.0,2017,9,3.944607467651368
27139,304458,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1265.0,5,2700.0,1535.0,1535.0,2017,9,6.112292299866676
27140,304458,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,1,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1285.0,5,2700.0,1525.0,1520.0,2017,9,0.8765592145919799
27141,304458,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4545.0,1760.0,1490.0,1770.0,1270.0,5,2600.0,1535.0,1535.0,2017,9,0.9097320622205736
27142,304458,0.0,106,3,2,1,5,5,MT,1.6,L,10-15W,1,1,1,3,2,1,90.0,4,154.0,4630.0,1775.0,1480.0,1770.0,1265.0,5,2700.0,1535.0,1535.0,2017,9,0.5689263510704039
