TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_Full,pre_sale_quantity
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,1.183870732821524,1.183870732821524
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,9.959756470024585,9.959756470024585
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,9.86085463732481,9.86085463732481
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,18.471689139604567,18.471689139604567
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,13.194436248466372,13.194436248466372
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,29.70545387506485,29.70545387506485
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,27.820064432621002,27.820064432621002
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,1.7064626013115047,1.7064626013115047
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,1.6505965722352267,1.6505965722352267
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,7.650004946440458,7.650004946440458
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,4.7725387273728845,4.7725387273728845
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,3.2859019046276807,3.2859019046276807
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,0.6043513892963529,0.6043513892963529
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,63.4898830318451,63.4898830318451
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,11.547304954975846,11.547304954975846
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,58.335691137313844,58.335691137313844
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,1.3642872983962298,1.3642872983962298
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,10.38099732518196,10.38099732518196
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,24.109424093365675,24.109424093365675
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,12.756995154619215,12.756995154619215
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,5.6910141330957424,5.6910141330957424
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,1.7176731541007757,1.7176731541007757
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,1.795112088546157,1.795112088546157
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,2.0747130135446787,2.0747130135446787
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,9.328596065491435,9.328596065491435
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,17.53386853814125,17.53386853814125
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,7.241647966951133,7.241647966951133
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,14.184216059148312,14.184216059148312
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,9.801420225352047,9.801420225352047
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,18.616501430273054,18.616501430273054
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,10.40237015902996,10.40237015902996
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,9.675727530419827,9.675727530419827
6,761,1772.0,5266.0,1878.0,125403,2,6,2,3.0,1,1,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,187.0,35-50W,7,1603.0,2470.0,3,3088.0,24.93848466873169,24.93848466873169
6,761,1772.0,5256.0,1878.0,125403,2,6,2,3.0,1,3,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,190.0,35-50W,7,1601.0,2470.0,3,3088.0,26.37271698474884,26.37271698474884
0,537,1669.0,4816.0,1942.0,973106,2,4,5,1.5,1,1,243.0,1708.0,1652.0,1,CVT,2,T,1,2,1,142.0,25-35W,5,1671.0,2180.0,1,2820.0,47.904342741966246,47.904342741966246
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,1,1,370.0,1803.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2220.0,1,2820.0,6.806191724538803,6.806191724538803
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1866.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,13.027215857207775,13.027215857207775
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1881.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,11.089292877912523,11.089292877912523
6,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1155.0,1460.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1500.0,1635.0,2,2603.0,64.52068396091461,64.52068396091461
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,132.0,1115.0,1460.0,1,MT,2,L,1,1,1,66.0,10-15W,5,1500.0,1595.0,2,2603.0,2.621928447522223,2.621928447522223
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1120.0,1460.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1500.0,1600.0,2,2603.0,8.734046303033827,8.734046303033827
7,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,225.0,1208.0,1460.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1500.0,1688.0,2,2603.0,1.7718535201996566,1.7718535201996566
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,214.36113958597184,214.36113958597184
5,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1398.0,1614.0,1,MT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,0.6795913814753294,0.6795913814753294
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1423.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,11.031495180875062,11.031495180875062
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,423.3482807159424,423.3482807159424
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,1,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,0.2453832878917456,0.2453832878917456
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,3,3,194.0,1505.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,2030.0,1,2640.0,0.2614490491896868,0.2614490491896868
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,1.351710518077016,1.351710518077016
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,20-25W,5,1615.0,2030.0,1,2640.0,0.26591494217514994,0.26591494217514994
6,831,1660.0,4450.0,1855.0,819061,2,4,3,2.4,3,1,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,0.3381119064614177,0.3381119064614177
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1540.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,1.2513601348549128,1.2513601348549128
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,5.092450031042098,5.092450031042098
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,20-25W,5,1615.0,2050.0,1,2640.0,0.6229910015314818,0.6229910015314818
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,12.375755420923236,12.375755420923236
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,33.64679769515991,33.64679769515991
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1245.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1755.0,2,2610.0,446.45687398910525,446.45687398910525
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,250.02502967834477,250.02502967834477
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1800.0,2,2610.0,19.82063169956207,19.82063169956207
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1270.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1780.0,2,2610.0,2.1536060063540936,2.1536060063540936
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,6.635978829413652,6.635978829413652
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,12.416632174700501,12.416632174700501
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1680.0,2,2610.0,4.661901130676268,4.661901130676268
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,18.04988967895508,18.04988967895508
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1210.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1720.0,2,2610.0,131.65538564682006,131.65538564682006
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1215.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1725.0,2,2610.0,21.712970036044716,21.712970036044716
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,101.95020337104799,101.95020337104799
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1755.0,2,2610.0,51.07568626314403,51.07568626314403
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1620.0,2,2610.0,69.07782677233219,69.07782677233219
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,178.68851440429688,178.68851440429688
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1795.0,2,2610.0,63.13097324162722,63.13097324162722
6,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1660.0,2,2610.0,52.670587713718405,52.670587713718405
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,330.222770819664,330.222770819664
6,750,1465.0,4608.0,1743.0,425432,3,4,4,2.0,1,3,180.0,1323.0,1517.0,1,AT,2,L,1,1,1,88.0,10-15W,5,1493.0,1698.0,2,2610.0,0.2797940301708877,0.2797940301708877
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.2,1,1,200.0,1280.0,1517.0,1,DCT,2,T,1,1,1,81.0,10-15W,5,1493.0,1790.0,2,2610.0,0.9521010933071374,0.9521010933071374
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1800.0,2,2610.0,2.8646986674889923,2.8646986674889923
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,17.84350892305374,17.84350892305374
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1815.0,2,2610.0,2.1989821242541074,2.1989821242541074
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,250.0,1300.0,1517.0,1,DCT,2,T,1,1,1,110.0,10-15W,5,1493.0,1810.0,2,2610.0,2.098122534379363,2.098122534379363
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,250.0,1300.0,1517.0,1,DCT,2,T,1,1,1,110.0,15-20W,5,1493.0,1810.0,2,2610.0,0.5658732704259455,0.5658732704259455
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1325.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1835.0,2,2610.0,37.31332684636116,37.31332684636116
7,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1325.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1700.0,2,2610.0,8.47074363797903,8.47074363797903
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,27.915927584171296,27.915927584171296
6,638,1705.0,4649.0,1830.0,340175,2,4,1,1.5,1,1,210.0,1600.0,1565.0,1,AT,2,T,1,1,1,110.0,8-10W,5,1565.0,2110.0,1,2680.0,103.21967767715454,103.21967767715454
6,638,1705.0,4649.0,1830.0,340175,2,4,1,1.5,1,1,210.0,1580.0,1565.0,1,MT,2,T,1,1,1,110.0,8-10W,5,1565.0,2090.0,1,2680.0,34.25406876906752,34.25406876906752
7,953,1535.0,4449.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1480.0,1540.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1547.0,1940.0,1,2699.0,17.13429030537605,17.13429030537605
7,953,1532.0,4431.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1482.0,1553.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1544.0,1920.0,1,2699.0,58.52334068775177,58.52334068775177
7,953,1532.0,4452.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1482.0,1553.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1544.0,1920.0,1,2699.0,27.80435589283705,27.80435589283705
7,953,1535.0,4452.0,1804.0,401052,2,4,4,1.6,1,1,250.0,1493.0,1558.0,1,DCT,2,T,2,1,1,115.0,25-35W,5,1549.0,1920.0,1,2699.0,11.181624878793953,11.181624878793953
7,953,1535.0,4431.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1567.0,1558.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1549.0,1990.0,1,2699.0,16.92547018945217,16.92547018945217
7,953,1535.0,4449.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1580.0,1545.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1552.0,2015.0,1,2699.0,3.151451620161533,3.151451620161533
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,300.0,1567.0,1558.0,1,DCT,2,T,2,1,1,135.0,25-35W,5,1549.0,1990.0,1,2699.0,6.799819169938563,6.799819169938563
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,350.0,1574.0,1558.0,1,DCT,2,T,2,1,1,155.0,25-35W,5,1549.0,1990.0,1,2699.0,1.3984115377441049,1.3984115377441049
7,953,1535.0,4452.0,1804.0,401052,2,4,4,2.0,3,1,350.0,1574.0,1558.0,1,DCT,2,T,2,1,1,155.0,35-50W,5,1549.0,1990.0,1,2699.0,1.494433711692691,1.494433711692691
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.3,1,1,185.0,1380.0,1551.0,1,DCT,2,T,1,1,1,95.0,10-15W,5,1546.0,1755.0,2,2700.0,85.48974047660829,85.48974047660829
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.8,1,1,170.0,1340.0,1551.0,1,DCT,2,L,1,1,1,98.0,10-15W,5,1546.0,1715.0,2,2700.0,38.10401656627655,38.10401656627655
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.3,1,1,185.0,1360.0,1551.0,1,MT,2,T,1,1,1,95.0,10-15W,5,1546.0,1735.0,2,2700.0,46.726229149103155,46.726229149103155
6,12,1478.0,4725.0,1802.0,693436,3,4,1,1.8,1,1,170.0,1320.0,1551.0,1,MT,2,L,1,1,1,98.0,10-15W,5,1546.0,1695.0,2,2700.0,102.03181924819948,102.03181924819948
7,750,1484.0,4872.0,1834.0,281301,3,4,4,1.8,1,1,300.0,1580.0,1577.0,1,DCT,2,T,1,2,1,132.0,25-35W,5,1550.0,2100.0,2,2803.0,73.59723060607911,73.59723060607911
5,750,1472.0,4870.0,1834.0,281301,3,4,4,1.4,1,1,220.0,1435.0,1577.0,1,MT,2,T,1,2,1,96.0,25-35W,5,1550.0,1975.0,2,2803.0,2.695437876433134,2.695437876433134
5,750,1484.0,4872.0,1834.0,281301,3,4,4,1.4,1,1,250.0,1455.0,1577.0,1,MT,2,T,1,2,1,110.0,25-35W,5,1550.0,1975.0,2,2803.0,1.0312201034091413,1.0312201034091413
5,750,1472.0,4870.0,1834.0,281301,3,4,4,1.4,1,3,220.0,1435.0,1577.0,1,MT,2,T,1,2,1,96.0,25-35W,5,1550.0,1975.0,2,2803.0,10.311097583174703,10.311097583174703
6,750,1484.0,4872.0,1834.0,281301,3,4,4,1.8,1,1,250.0,1520.0,1577.0,1,AT,2,T,1,2,1,118.0,25-35W,5,1550.0,2040.0,2,2803.0,11.329580429196358,11.329580429196358
6,750,1472.0,4870.0,1834.0,281301,3,4,4,1.8,1,3,250.0,1500.0,1577.0,1,AT,2,T,1,2,1,118.0,25-35W,5,1550.0,2040.0,2,2803.0,39.342708891630174,39.342708891630174
6,750,1472.0,4870.0,1834.0,281301,3,4,4,2.0,1,1,280.0,1550.0,1577.0,1,DCT,2,T,1,2,1,147.0,25-35W,5,1550.0,2090.0,2,2803.0,14.285486426353454,14.285486426353454
6,750,1472.0,4870.0,1834.0,281301,3,4,4,2.0,1,3,280.0,1550.0,1577.0,1,DCT,2,T,1,2,1,147.0,25-35W,5,1550.0,2090.0,2,2803.0,30.344133203029628,30.344133203029628
6,750,1472.0,4870.0,1834.0,281301,3,6,4,3.0,1,1,310.0,1620.0,1577.0,1,DCT,2,L,1,2,1,184.0,25-35W,5,1550.0,2140.0,2,2803.0,1.7833379247412084,1.7833379247412084
6,750,1484.0,4872.0,1834.0,281301,3,6,4,3.0,1,1,310.0,1655.0,1577.0,1,DCT,2,L,1,2,1,184.0,25-35W,5,1550.0,2175.0,2,2803.0,0.16430408029817045,0.16430408029817045
6,750,1472.0,4870.0,1834.0,281301,3,6,4,3.0,1,3,310.0,1620.0,1577.0,1,DCT,2,L,1,2,1,184.0,25-35W,5,1550.0,2140.0,2,2803.0,1.0701549745723604,1.0701549745723604
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.4,1,1,220.0,1460.0,1577.0,1,DCT,2,T,1,2,1,96.0,20-25W,5,1550.0,2000.0,2,2803.0,4.6312210197001695,4.6312210197001695
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.4,1,1,220.0,1460.0,1577.0,1,DCT,2,T,1,2,1,96.0,25-35W,5,1550.0,2000.0,2,2803.0,10.334262629449368,10.334262629449368
7,750,1484.0,4872.0,1834.0,281301,3,4,4,1.4,1,1,250.0,1495.0,1577.0,1,DCT,2,T,1,2,1,110.0,20-25W,5,1550.0,2015.0,2,2803.0,7.1289402970671665,7.1289402970671665
7,750,1484.0,4872.0,1834.0,281301,3,4,4,1.4,1,1,250.0,1495.0,1577.0,1,DCT,2,T,1,2,1,110.0,25-35W,5,1550.0,2015.0,2,2803.0,21.340521815791725,21.340521815791725
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.4,1,3,220.0,1460.0,1577.0,1,DCT,2,T,1,2,1,96.0,25-35W,5,1550.0,2000.0,2,2803.0,10.250338411927224,10.250338411927224
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.8,1,1,250.0,1520.0,1577.0,1,DCT,2,T,1,2,1,118.0,20-25W,5,1550.0,2060.0,2,2803.0,39.75079849302769,39.75079849302769
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.8,1,1,250.0,1520.0,1577.0,1,DCT,2,T,1,2,1,118.0,25-35W,5,1550.0,2060.0,2,2803.0,199.44643970370288,199.44643970370288
7,750,1484.0,4872.0,1834.0,281301,3,4,4,1.8,1,1,300.0,1580.0,1577.0,1,DCT,2,T,1,2,1,132.0,20-25W,5,1550.0,2100.0,2,2803.0,21.877305882275106,21.877305882275106
7,750,1472.0,4870.0,1834.0,281301,3,4,4,1.8,1,3,250.0,1520.0,1577.0,1,DCT,2,T,1,2,1,118.0,25-35W,5,1550.0,2060.0,2,2803.0,255.83925972938542,255.83925972938542
7,750,1484.0,4872.0,1834.0,281301,3,4,4,2.0,1,1,350.0,1600.0,1577.0,1,DCT,2,T,1,2,1,162.0,25-35W,5,1550.0,2120.0,2,2803.0,2.8417448427528145,2.8417448427528145
0,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,1,160.0,1390.0,1500.0,1,CVT,2,L,1,3,1,93.0,5-8W,5,1495.0,1765.0,1,2510.0,66.07923150032758,66.07923150032758
5,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,1,160.0,1358.0,1500.0,1,MT,2,L,1,3,1,93.0,5-8W,5,1495.0,1733.0,1,2510.0,201.29302740573883,201.29302740573883
0,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,1,160.0,1390.0,1500.0,1,CVT,2,L,1,3,1,93.0,8-10W,5,1495.0,1765.0,1,2510.0,17.606603366434573,17.606603366434573
0,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,3,160.0,1390.0,1500.0,1,CVT,2,L,1,3,1,93.0,5-8W,5,1495.0,1765.0,1,2510.0,68.05855345964432,68.05855345964432
0,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,3,160.0,1390.0,1500.0,1,CVT,2,L,1,3,1,93.0,8-10W,5,1495.0,1765.0,1,2510.0,10.80089081004262,10.80089081004262
5,497,1670.0,4420.0,1760.0,496459,2,4,1,1.6,1,3,160.0,1358.0,1500.0,1,MT,2,L,1,3,1,93.0,5-8W,5,1495.0,1733.0,1,2510.0,243.30801055431363,243.30801055431363
