TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_872,pre_sale_qty_985,pre_sale_qty_783,pre_sale_qty_807,pre_sale_qty_813,pre_sale_qty_841,pre_sale_qty_814,pre_sale_qty_692,pre_sale_qty_836,pre_sale_qty_761,pre_sale_qty_638,pre_sale_qty_290,pre_sale_qty_304,pre_sale_qty_750,pre_sale_qty_SSmDp,pre_sale_qty_LDp
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,0.485885735489428,,,,,,,,,,,,,
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,87.89420538976789,,,,,,,,,,,,,
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,1.0288879001140594,,,,,,,,,,,,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,77.48572148323059,,,,,,,,,,,,,,,,
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,1.4255192303657531,,,,,,,,,,,,,,,1.1962316221743825,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,3.399384131208062,,,,,,,,,,,,,,,4.466822831183672,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,4.664015396609902,,,,,,,,,,,,,,,7.23676312327385,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,24.67106184244156,,,,,,,,,,,,,,,,
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,24.340329325795174,,,,,,,,,,,,,,,,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,5-8W,5,1470.0,1500.0,2,2550.0,,,,,0.2836832920461893,,,,,,,,,,,,,,,0.8831755191832781,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.5401515704393387,,,,,,,,,,,,,,,1.5195089065283538,
5,106,1485.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1050.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.5946968128532171,,,,,,,,,,,,,,,0.6972985228151083,
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.9110139246284962,,,,,,,,,,,,,,,2.846744654327632,
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,0.6863961459696293,,,,,,,,,,,,,,,,
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,0.8812185946851969,,,,,,,,,,,,,,,,
5,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,AMT,2,L,1,3,1,82.0,5WL,5,1478.0,1420.0,2,2550.0,,,,,,,,,,,,,,,,,13.388616223335266,,,,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,935.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,120.51308855056764,,,175.6968699645996,
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,985.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,235.4148073959351,,,266.4017790222168,
6,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,MT,2,L,1,3,1,82.0,5WL,5,1478.0,1380.0,2,2550.0,,,,,,,,,,,,,,,,,20.47510537147522,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1254.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,133.4791671180725,,,,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1256.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,103.03426259815693,,,,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,3.015611866414547,,,,,,,
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,8-10W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,1.6374416549503803,,,,,,,
7,836,1450.0,4610.0,1800.0,526401,3,4,3,1.4,1,1,210.8,1275.0,1555.0,1,DCT,2,T,1,1,1,95.6,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,17.723391175270077,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,56.79090629100799,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,17.264483019113538,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,11.927787521779535,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,31.57678992092609,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,6.9856229252368225,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,25.84423158489168,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1640.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1580.0,2120.0,2,2775.0,,2.3989851790666585,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,,2.9962997126579283,,,,,,,,,,,,,,,,,,,
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,12.357923513650894,,,,,,,,,,,,,,,,,,,9.910412293076515
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,8.443536366894842,,,,,,,,,,,,,,,,,,,9.078224185705183
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,13.296139826923607,,,,,,,,,,,,,,,,,,,20.232655718326573
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,6.119958184473218,,,,,,,,,,,,,,,,,,,
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,18.683818183764814,,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,13.88389775980264,,,,,,,,,,,,,,,,,,,
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,1.3358648170158267,,,,,,,,,,,,,,,,,,,0.9024660309031606
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.9297886235266924,,,,,,,,,,,,,,,,,,,0.7867651663720607
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,4.0087254418060185,,,,,,,,,,,,,,,,,,,7.458416672348976
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,2.796434367150068,,,,,,,,,,,,,,,,,,,3.498068681359291
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,2.855409213677049,,,,,,,,,,,,,,,,,,,
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,,0.3514991818368435,,,,,,,,,,,,,,,,,,,0.3455288568511605
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,,,,,,,77.8331425666809,,,,,,,,,,,,,,
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,,,,,,,6.550163491368294,,,,,,,,,,,,,,
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,,,,60.580567558705816,,
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,,,,0.7742436793074012,,
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,,,,,,,,,,,,,,,,,,,9.086171123981478,,
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,,,,,,,,,,,,,,,,,,,22.350192840099336,,
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,,,,,,,,,,,,,,,99.95000722408295,,,,,,13.810736272335053
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,,,,,,,,,,,,,,,59.32964785695076,,,,,,
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,,,,,,,,,,,,,,,19.615504414439197,,,,,,
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,,,,,,,,,,,,,,,22.186486743688587,,,,,,
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,,,,,,,,,,,,,,,13.76948251068592,,,,,,
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,3.773879747986794,,,,,,10.571066076755523
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,12.656175773143769,,,,,,17.831840300559996
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,2.0400309853255747,,,,,,7.440456945672631
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,5.9166881051659574,,,,,,12.65674336373806
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,2.26644899442792,,,,,,11.719228209257126
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,,,,,,,,,,,,,,,3.797794872224331,,,,,,19.28035254240036
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,0.6609027932584286,,,,,,9.247200887799265
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,0.8669371664524078,,,,,,8.913469402492046
6,761,1772.0,5266.0,1878.0,125403,2,6,2,3.0,1,1,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,187.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,10.874712946414947,,,,,,23.73513725757599
6,761,1772.0,5256.0,1878.0,125403,2,6,2,3.0,1,3,290.0,1930.0,1593.0,1,AT,2,L,1,2,1,190.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,7.877272253036499,,,,,,22.737574079036712
0,537,1669.0,4816.0,1942.0,973106,2,4,5,1.5,1,1,243.0,1708.0,1652.0,1,CVT,2,T,1,2,1,142.0,25-35W,5,1671.0,2180.0,1,2820.0,,65.3044054889679,,,,,,,,,,,,,,,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,1,1,370.0,1803.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2220.0,1,2820.0,,13.529392024278641,,,,,,,,,,,,,,,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1866.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,19.97648075580597,,,,,,,,,,,,,,,,,,,
9,537,1669.0,4816.0,1942.0,973106,2,4,5,2.0,3,1,370.0,1881.0,1652.0,1,AT,2,T,1,2,1,200.0,25-35W,5,1671.0,2295.0,1,2820.0,,19.18614626884461,,,,,,,,,,,,,,,,,,,
6,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1155.0,1460.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1500.0,1635.0,2,2603.0,,,,,,,,,,,,,,,,,,,70.80270332336427,,
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,132.0,1115.0,1460.0,1,MT,2,L,1,1,1,66.0,10-15W,5,1500.0,1595.0,2,2603.0,,,,,,,,,,,,,,,,,,,1.335773050636053,,
5,750,1475.0,4282.0,1706.0,810398,2,4,4,1.6,1,1,155.0,1120.0,1460.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1500.0,1600.0,2,2603.0,,,,,,,,,,,,,,,,,,,8.157089989185334,,
7,750,1475.0,4282.0,1706.0,810398,2,4,4,1.4,1,1,225.0,1208.0,1460.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1500.0,1688.0,2,2603.0,,,,,,,,,,,,,,,,,,,1.2148349079489709,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
5,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1398.0,1614.0,1,MT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,1,3,194.0,1423.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1470.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,1,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.0,3,3,194.0,1505.0,1614.0,1,AT,2,L,1,1,1,120.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,3,3,199.0,1541.0,1614.0,1,AT,2,L,1,1,1,121.0,20-25W,5,1615.0,2030.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1660.0,4450.0,1855.0,819061,2,4,3,2.4,3,1,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,0.6522856382280589
6,831,1635.0,4440.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1540.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,2.0796714359521866
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,15-20W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,4.4680245584249505
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.4,3,3,226.0,1580.0,1614.0,1,AT,2,L,1,1,1,128.0,20-25W,5,1615.0,2050.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,1.7867348165810109
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,1,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,831,1635.0,4450.0,1855.0,819061,2,4,3,2.0,1,3,199.0,1431.0,1614.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1615.0,1980.0,1,2640.0,,,,,,,,,,,,,,,,,,,,,
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1245.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1755.0,2,2610.0,,,,,,,,,,,,,,,,,,,393.7873638916016,,
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,,,,,,,,,,,,,,,,,,,281.42187808036806,,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1800.0,2,2610.0,,,,,,,,,,,,,,,,,,,20.52712168455124,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1270.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1780.0,2,2610.0,,,,,,,,,,,,,,,,,,,1.9787210328876967,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,,,,,,,,,,,,,,,,,,,6.980457397997379,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,,,,,,,,,,,,,,,,,,,12.996451466977597,,
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.4,1,3,220.0,1305.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1680.0,2,2610.0,,,,,,,,,,,,,,,,,,,5.075257166922093,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,3,225.0,1285.0,1517.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1493.0,1795.0,2,2610.0,,,,,,,,,,,,,,,,,,,17.56744006574154,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1210.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1720.0,2,2610.0,,,,,,,,,,,,,,,,,,,102.06776122570038,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1215.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1725.0,2,2610.0,,,,,,,,,,,,,,,,,,,56.51662922076881,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,1,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,,,,,,,,,,,,,,,,,,,108.7318386554718,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1755.0,2,2610.0,,,,,,,,,,,,,,,,,,,52.00585150480271,,
5,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1245.0,1517.0,1,MT,2,L,1,1,1,77.0,10-15W,5,1493.0,1620.0,2,2610.0,,,,,,,,,,,,,,,,,,,84.07041492760182,,
5,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1225.0,1517.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1493.0,1735.0,2,2610.0,,,,,,,,,,,,,,,,,,,153.79212293624875,,
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1795.0,2,2610.0,,,,,,,,,,,,,,,,,,,98.63565508008006,,
6,750,1465.0,4608.0,1743.0,425432,3,4,4,1.6,1,3,155.0,1285.0,1517.0,1,AT,2,L,1,1,1,77.0,10-15W,5,1493.0,1660.0,2,2610.0,,,,,,,,,,,,,,,,,,,68.74939164638518,,
6,750,1460.0,4605.0,1765.0,425432,3,4,4,1.6,1,3,155.0,1265.0,1517.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1493.0,1775.0,2,2610.0,,,,,,,,,,,,,,,,,,,292.68637119293214,,
6,750,1465.0,4608.0,1743.0,425432,3,4,4,2.0,1,3,180.0,1323.0,1517.0,1,AT,2,L,1,1,1,88.0,10-15W,5,1493.0,1698.0,2,2610.0,,,,,,,,,,,,,,,,,,,1.7720989123731852,,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.2,1,1,200.0,1280.0,1517.0,1,DCT,2,T,1,1,1,81.0,10-15W,5,1493.0,1790.0,2,2610.0,,,,,,,,,,,,,,,,,,,0.3880133531987667,0.14336491856724026,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1290.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1800.0,2,2610.0,,,,,,,,,,,,,,,,,,,3.5534450397640467,,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1493.0,1815.0,2,2610.0,,,,,,,,,,,,,,,,,,,17.481485954523087,,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,225.0,1305.0,1517.0,1,DCT,2,T,1,1,1,96.0,15-20W,5,1493.0,1815.0,2,2610.0,,,,,,,,,,,,,,,,,,,2.0643401383608584,,
7,750,1460.0,4605.0,1765.0,425432,3,4,4,1.4,1,1,250.0,1300.0,1517.0,1,DCT,2,T,1,1,1,110.0,10-15W,5,1493.0,1810.0,2,2610.0,,,,,,,,,,,,,,,,,,,1.1996945102885366,,
