TR,brand_id,car_height,car_length,car_width,class_id,compartment,cylinder_number,department_id,displacement,driven_type_id,emission_standards_id,engine_torque,equipment_quality,front_track,fuel_type_id,gearbox_type,if_MPV_id,if_charging,if_luxurious_id,level_id,newenergy_type_id,power,price_level,rated_passenger,rear_track,total_quality,type_id,wheelbase,pre_sale_qty_lux,pre_sale_qty_537,pre_sale_qty_637,pre_sale_qty_953,pre_sale_qty_106,pre_sale_qty_872,pre_sale_qty_985,pre_sale_qty_783,pre_sale_qty_807,pre_sale_qty_813,pre_sale_qty_841,pre_sale_qty_814,pre_sale_qty_692,pre_sale_qty_836,pre_sale_qty_761,pre_sale_qty_638,pre_sale_qty_290,pre_sale_qty_304,pre_sale_qty_750,pre_sale_qty_SSmDp,pre_sale_qty_LDp,pre_sale_qty_Full
6,637,1701.0,4524.0,1838.0,871642,2,4,2,2.0,3,1,350.0,1740.0,1563.0,1,AT,2,T,1,1,1,182.0,20-25W,5,1565.0,2092.0,1,2690.0,,,13.534478728771212,,,,,,,,,,,,,,,,,,,8.562080549150705
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1325.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1850.0,3,2680.0,,,,,,,,158.3005515193939,,,,,,,,,,,,,,106.85299682617188
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,1,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,124.68725666999815,,,,,,,,,,,,,,241.25683805465698
5,783,1685.0,4465.0,1725.0,736094,2,4,1,1.5,1,3,148.0,1295.0,1460.0,1,MT,2,L,1,3,1,84.0,5-8W,5,1470.0,1820.0,3,2680.0,,,,,,,,23.04901785492897,,,,,,,,,,,,,,43.810098485946654
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,58.071618432998655
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,25.427176458835607
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,95.41607091903688
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1395.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1830.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,160.55927043914798
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1459.0,1579.0,1,AT,2,L,1,2,1,105.0,10-15W,5,1589.0,1860.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,35.71806310787797
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,3.137832228243351
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,1,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,1.6565030670911074
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,4.431078651547431
6,831,1465.0,4720.0,1815.0,714860,3,4,3,2.0,1,3,192.0,1472.0,1579.0,1,AT,2,L,1,2,1,114.0,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,1.9810456766188145
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,1,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,5.269519535601138
6,831,1465.0,4720.0,1815.0,714860,3,4,3,1.8,1,3,176.0,1358.0,1579.0,1,MT,2,L,1,2,1,105.0,10-15W,5,1589.0,1780.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,8.141102483868599
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,1,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,8.50072633549571
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,10-15W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,12.002720238938927
7,831,1465.0,4720.0,1815.0,714860,3,4,3,1.6,1,3,265.0,1495.0,1579.0,1,DCT,2,T,1,2,1,128.7,15-20W,5,1589.0,1900.0,2,2770.0,,,,,,,,,,,,,,,,,,,,,,3.9767005398869513
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,1,1,265.0,1576.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,711.0273626708985
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1525.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2090.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,334.5755250740051
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,3,1,203.0,1640.0,1625.0,1,AT,2,L,1,1,1,121.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,10.912822194769976
6,831,1645.0,4480.0,1855.0,953842,2,4,3,2.0,1,1,203.0,1496.0,1625.0,1,MT,2,L,1,1,1,121.0,15-20W,5,1636.0,1980.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,8.80129831403494
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,15-20W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,7.318788100332021
7,831,1645.0,4480.0,1855.0,953842,2,4,3,1.6,3,1,265.0,1667.0,1625.0,1,DCT,2,T,1,1,1,130.0,20-25W,5,1636.0,2150.0,1,2670.0,,,,,,,,,,,,,,,,,,,,,,2.612127252072096
6,497,1645.0,4338.0,1830.0,359378,2,4,1,1.5,1,1,210.0,1405.0,1550.0,1,DCT,2,T,1,1,1,108.0,10-15W,5,1550.0,1780.0,1,2630.0,,,,,,,,,,,,,,,,,,,,,,42.81283138558268
5,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1218.0,1490.0,1,AMT,2,L,1,3,1,82.0,5-8W,5,1496.0,1600.0,1,2550.0,,,,,,,,,,,,,,,,,115.89197178840635,,,,,101.85725357055664
6,290,1625.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1580.0,1,2550.0,,,,,,,,,,,,,,,,,648.3390299987792,,,,,587.9531812357902
6,290,1615.0,4220.0,1740.0,890189,2,4,7,1.5,1,1,146.5,1206.0,1490.0,1,MT,2,L,1,3,1,82.0,5-8W,5,1496.0,1550.0,1,2550.0,,,,,,,,,,,,,,,,,84.89212416529655,,,,,129.82892192900178
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1090.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,22.598404622077947,,,,,,,,,,,,,,,,,22.389615075588225
0,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,13.209037492275238,,,,,,,,,,,,,,,,,13.193123169094324
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.3,1,1,123.0,1045.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,4.131893668398261,,,,,,,,,,,,,,,3.2264500814676285,,3.258232828453183
5,106,1490.0,4440.0,1700.0,789290,3,4,5,1.5,1,1,140.0,1070.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,2.261127366274595,,,,,,,,,,,,,,,,,2.9455045258998864
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,350.0,1860.0,1617.0,1,AT,2,T,2,2,1,155.0,35-50W,5,1613.0,2360.0,1,2873.0,84.13111173629761,,,79.91754846572877,,,,,,,,,,,,,,,,,,77.59186158180236
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,300.0,1850.0,1617.0,1,AT,2,T,2,2,1,135.0,35-50W,5,1613.0,2315.0,1,2873.0,37.13185794830322,,,37.8479257774353,,,,,,,,,,,,,,,,,,28.012315094470978
9,953,1664.0,4661.0,1898.0,510309,2,4,4,2.0,3,1,370.0,1890.0,1617.0,1,AT,2,T,2,2,1,180.0,35-50W,5,1613.0,2405.0,1,2873.0,27.252161312103272,,,30.489351162910467,,,,,,,,,,,,,,,,,,21.588086552619934
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,157.63200773239134,,,,,,,,,,,,,,79.20235774934292
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,1.8821901459619403,,,,,,,,,,,,7.890274400003254,,2.480047263465822
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,1,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,5.350117352642119,,,,,,,,,,,,12.994885815419257,,6.069795971177517
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1220.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,6.934769187197089,,,,,,,,,,,,18.18426133900881,,15.282735653370619
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.3,2,3,120.0,1235.0,1425.0,1,MT,1,L,1,3,1,68.0,5-8W,5,1435.0,1835.0,3,2750.0,,,,,,,,23.034326957017182,,,,,,,,,,,,38.1963987827301,,53.66371040582657
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1335.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,0.3877574564144015,,,,,,,,,,,,,,1.7607076103240251
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,1,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,0.485885735489428,,,,,,,,,,,,,,1.0491415610164403
5,783,1820.0,4360.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1325.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1925.0,3,2750.0,,,,,,,,87.89420538976789,,,,,,,,,,,,,,108.62369560241699
5,783,1850.0,4420.0,1685.0,265980,2,4,1,1.5,2,3,135.0,1370.0,1425.0,1,MT,1,L,1,3,1,78.0,5-8W,5,1435.0,1970.0,3,2750.0,,,,,,,,1.0288879001140594,,,,,,,,,,,,,,3.979093625620008
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1110.0,1460.0,1,CVT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,77.48572148323059,,,,,,,,,,,,,,,,,44.83650298833848
0,106,1495.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1085.0,1460.0,1,CVT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,1.4255192303657531,,,,,,,,,,,,,,,1.1962316221743825,,1.8677700932696464
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,3.399384131208062,,,,,,,,,,,,,,,4.466822831183672,,3.724797799997032
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1055.0,1460.0,1,AT,2,L,1,3,1,73.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,4.664015396609902,,,,,,,,,,,,,,,7.23676312327385,,8.399789220988751
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,24.67106184244156,,,,,,,,,,,,,,,,,36.83678662121296
4,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1065.0,1460.0,1,AT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,24.340329325795174,,,,,,,,,,,,,,,,,40.287367720603946
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,5-8W,5,1470.0,1500.0,2,2550.0,,,,,0.2836832920461893,,,,,,,,,,,,,,,0.8831755191832781,,0.5339685449004173
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.5401515704393387,,,,,,,,,,,,,,,1.5195089065283538,,1.2146806795150042
5,106,1485.0,4160.0,1700.0,360648,2,4,5,1.3,1,1,123.0,1050.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.5946968128532171,,,,,,,,,,,,,,,0.6972985228151083,,0.5732417904213071
5,106,1485.0,4115.0,1700.0,360648,2,4,5,1.3,1,3,123.0,1030.0,1470.0,1,MT,2,L,1,3,1,73.0,8-10W,5,1470.0,1500.0,2,2550.0,,,,,0.9110139246284962,,,,,,,,,,,,,,,2.846744654327632,,3.702079202234745
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,1,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,0.6863961459696293,,,,,,,,,,,,,,,,,1.2578065942227843
5,106,1495.0,4115.0,1700.0,360648,2,4,5,1.5,1,3,140.0,1050.0,1460.0,1,MT,2,L,1,3,1,79.0,8-10W,5,1460.0,1500.0,2,2550.0,,,,,0.8812185946851969,,,,,,,,,,,,,,,,,1.9512806616723537
5,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,AMT,2,L,1,3,1,82.0,5WL,5,1478.0,1420.0,2,2550.0,,,,,,,,,,,,,,,,,13.388616223335266,,,,,5.8426425929367545
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,935.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,120.51308855056764,,,175.6968699645996,,123.04062967300415
5,290,1450.0,4032.0,1680.0,379265,2,4,7,1.2,1,1,116.0,985.0,1488.0,1,MT,2,L,1,3,1,60.3,5WL,5,1478.0,1350.0,2,2550.0,,,,,,,,,,,,,,,,,235.4148073959351,,,266.4017790222168,,284.2419044876099
6,290,1470.0,4032.0,1680.0,379265,2,4,7,1.5,1,1,146.5,1055.0,1488.0,1,MT,2,L,1,3,1,82.0,5WL,5,1478.0,1380.0,2,2550.0,,,,,,,,,,,,,,,,,20.47510537147522,,,,,11.844138952493667
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1254.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,133.4791671180725,,,,,,,,198.5862456023693
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,157.0,1256.0,1555.0,1,AT,2,L,1,1,1,95.3,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,103.03426259815693,,,,,,,,116.4223206450045
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,10-15W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,3.015611866414547,,,,,,,,4.613309664279223
6,836,1450.0,4610.0,1800.0,526401,3,4,3,1.6,1,1,155.5,1225.0,1555.0,1,MT,2,L,1,1,1,93.8,8-10W,5,1564.0,1760.0,2,2700.0,,,,,,,,,,,,,,1.6374416549503803,,,,,,,,4.10456829816103
7,836,1450.0,4610.0,1800.0,526401,3,4,3,1.4,1,1,210.8,1275.0,1555.0,1,DCT,2,T,1,1,1,95.6,10-15W,5,1564.0,1780.0,2,2700.0,,,,,,,,,,,,,,17.723391175270077,,,,,,,,19.402317287921907
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,56.79090629100799,,,,,,,,,,,,,,,,,,,,30.085750917196275
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1499.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,17.264483019113538,,,,,,,,,,,,,,,,,,,,11.522242884412409
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,11.927787521779535,,,,,,,,,,,,,,,,,,,,10.381806781962512
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,1,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,31.57678992092609,,,,,,,,,,,,,,,,,,,,28.47030629277229
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,15-20W,5,1585.0,1920.0,2,2775.0,,6.9856229252368225,,,,,,,,,,,,,,,,,,,,10.850793525278569
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.0,1,3,190.0,1495.0,1595.0,1,CVT,2,L,1,2,1,114.0,20-25W,5,1585.0,1920.0,2,2775.0,,25.84423158489168,,,,,,,,,,,,,,,,,,,,31.92791583776474
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1640.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1580.0,2120.0,2,2775.0,,2.3989851790666585,,,,,,,,,,,,,,,,,,,,1.0583847676590086
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.0,1,1,175.0,1667.0,1585.0,2,CVT,2,L,1,2,2,107.0,20-25W,5,1585.0,2120.0,2,2775.0,,2.9962997126579283,,,,,,,,,,,,,,,,,,,,1.183870732821524
0,537,1470.0,4915.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1558.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,12.357923513650894,,,,,,,,,,,,,,,,,,,9.910412293076515,9.959756470024585
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,1,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,8.443536366894842,,,,,,,,,,,,,,,,,,,9.078224185705183,9.86085463732481
0,537,1470.0,4930.0,1845.0,468392,3,4,5,2.4,1,3,243.0,1545.0,1585.0,1,CVT,2,L,1,2,1,137.0,20-25W,5,1580.0,1970.0,2,2775.0,,13.296139826923607,,,,,,,,,,,,,,,,,,,20.232655718326573,18.471689139604567
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,1,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,6.119958184473218,,,,,,,,,,,,,,,,,,,,13.194436248466372
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1465.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,18.683818183764814,,,,,,,,,,,,,,,,,,,,29.70545387506485
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.0,1,3,189.0,1510.0,1590.0,1,AT,2,L,1,2,1,115.0,20-25W,5,1585.0,2000.0,2,2800.0,,13.88389775980264,,,,,,,,,,,,,,,,,,,,27.820064432621002
5,537,1480.0,4960.0,1845.0,468392,3,4,5,2.4,1,1,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,1.3358648170158267,,,,,,,,,,,,,,,,,,,0.9024660309031606,1.7064626013115047
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,1,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,0.9297886235266924,,,,,,,,,,,,,,,,,,,0.7867651663720607,1.6505965722352267
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.4,1,3,225.0,1515.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,4.0087254418060185,,,,,,,,,,,,,,,,,,,7.458416672348976,7.650004946440458
5,537,1480.0,4960.0,1860.0,468392,3,4,5,2.4,1,3,225.0,1545.0,1590.0,1,AT,2,L,1,2,1,132.0,20-25W,5,1585.0,2000.0,2,2800.0,,2.796434367150068,,,,,,,,,,,,,,,,,,,3.498068681359291,4.7725387273728845
5,537,1480.0,4945.0,1845.0,468392,3,4,5,2.0,1,3,189.0,1430.0,1590.0,1,MT,2,L,1,2,1,115.0,20-25W,5,1585.0,1950.0,2,2800.0,,2.855409213677049,,,,,,,,,,,,,,,,,,,,3.2859019046276807
6,537,1470.0,4930.0,1845.0,468392,3,6,5,3.0,1,1,297.0,1660.0,1585.0,1,AT,2,L,1,2,1,192.0,20-25W,5,1580.0,2060.0,2,2775.0,,0.3514991818368435,,,,,,,,,,,,,,,,,,,0.3455288568511605,0.6043513892963529
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.6,1,1,245.0,1492.0,1579.0,1,AT,2,T,1,1,1,123.0,20-25W,5,1587.0,1918.0,1,2730.0,,,,,,,77.8331425666809,,,,,,,,,,,,,,,63.4898830318451
6,985,1662.0,4510.0,1850.0,378536,2,4,6,1.8,1,1,280.0,1525.0,1579.0,1,AT,2,T,1,1,1,150.0,20-25W,5,1587.0,1951.0,1,2730.0,,,,,,,6.550163491368294,,,,,,,,,,,,,,,11.547304954975846
6,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1325.0,1518.0,1,AT,2,L,1,1,1,81.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,,,,60.580567558705816,,,58.335691137313844
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1335.0,1518.0,1,MT,2,T,1,1,1,96.0,10-15W,5,1525.0,1810.0,2,2614.0,,,,,,,,,,,,,,,,,,,0.7742436793074012,,,1.3642872983962298
5,750,1487.0,4559.0,1793.0,475895,2,4,4,1.6,1,1,155.0,1285.0,1518.0,1,MT,2,L,1,1,1,81.0,10-15W,5,1525.0,1770.0,2,2614.0,,,,,,,,,,,,,,,,,,,9.086171123981478,,,10.38099732518196
7,750,1487.0,4559.0,1793.0,475895,2,4,4,1.4,1,1,225.0,1355.0,1518.0,1,DCT,2,T,1,1,1,96.0,10-15W,5,1525.0,1830.0,2,2614.0,,,,,,,,,,,,,,,,,,,22.350192840099336,,,24.109424093365675
6,761,1776.0,5256.0,1878.0,125403,2,4,2,2.5,1,1,253.0,1860.0,1602.0,1,AT,2,L,1,2,1,142.0,35-50W,7,1605.0,2415.0,3,3088.0,,,,,,,,,,,,,,,99.95000722408295,,,,,,13.810736272335053,12.756995154619215
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1960.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2505.0,3,3088.0,,,,,,,,,,,,,,,59.32964785695076,,,,,,,5.6910141330957424
6,761,1809.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1910.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2460.0,3,3088.0,,,,,,,,,,,,,,,19.615504414439197,,,,,,,1.7176731541007757
6,761,1811.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1878.0,1612.0,1,AT,2,T,1,2,1,186.0,35-50W,7,1626.0,2440.0,3,3088.0,,,,,,,,,,,,,,,22.186486743688587,,,,,,,1.795112088546157
6,761,1805.0,5203.0,1878.0,125403,2,4,2,2.0,1,1,350.0,1980.0,1612.0,1,AT,2,T,1,2,1,191.0,35-50W,7,1626.0,2520.0,3,3088.0,,,,,,,,,,,,,,,13.76948251068592,,,,,,,2.0747130135446787
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,20-25W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,3.773879747986794,,,,,,10.571066076755523,9.328596065491435
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,1,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,12.656175773143769,,,,,,17.831840300559996,17.53386853814125
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,25-35W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,2.0400309853255747,,,,,,7.440456945672631,7.241647966951133
6,761,1772.0,5266.0,1878.0,125403,2,4,2,2.4,1,1,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,134.0,35-50W,7,1603.0,2470.0,3,3088.0,,,,,,,,,,,,,,,5.9166881051659574,,,,,,12.65674336373806,14.184216059148312
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1586.0,1,AT,2,L,1,2,1,120.0,35-50W,7,1596.0,2380.0,3,3088.0,,,,,,,,,,,,,,,2.26644899442792,,,,,,11.719228209257126,9.801420225352047
6,761,1750.0,5213.0,1847.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2380.0,3,3088.0,,,,,,,,,,,,,,,3.797794872224331,,,,,,19.28035254240036,18.616501430273054
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,225.0,1840.0,1593.0,1,AT,2,L,1,2,1,123.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,0.6609027932584286,,,,,,9.247200887799265,10.40237015902996
6,761,1772.0,5256.0,1878.0,125403,2,4,2,2.4,1,3,240.0,1860.0,1593.0,1,AT,2,L,1,2,1,137.0,35-50W,7,1601.0,2470.0,3,3088.0,,,,,,,,,,,,,,,0.8669371664524078,,,,,,8.913469402492046,9.675727530419827
